LOCATION,SUBJECT,FREQUENCY,TIME,Flag Codes,GDP_MLN_USD,GDP_USD_CAP,LTINT
PER,TOT,A,2010,NA,282451.55,9586.999943,NA
PER,TOT,A,2011,NA,306596.257,10289.261223,NA
PER,TOT,A,2012,NA,317798.191,10545.510648,NA
PER,TOT,A,2013,P,336436.393,11039.698214,NA
PER,TOT,A,2014,P,346784.744,11254.065501,NA
ROU,TOT,A,2006,NA,244600.829,11541.177403,NA
ROU,TOT,A,2007,NA,285751.74,13683.475271,NA
ROU,TOT,A,2008,NA,344669.95,16782.182633,NA
ROU,TOT,A,2009,NA,338997.706,16644.099913,NA
ROU,TOT,A,2010,NA,343978.551,16989.279852,NA
ROU,TOT,A,2011,NA,360564.155,17896.080991,NA
ROU,TOT,A,2012,NA,378485.712,18867.513229,NA
ROU,TOT,A,2013,NA,395316.781,19777.022952,NA
ROU,TOT,A,2014,NA,411274.339,20649.982263,NA
ROU,TOT,A,2015,NA,428132.022,21598.558302,NA
ROU,TOT,A,2016,NA,478201.584,24266.283962,NA
ROU,TOT,A,2017,NA,531675.182,27136.07319,NA
ROU,TOT,A,2018,NA,569588.089,29244.574126,NA
ROU,TOT,A,2019,P,625706.833,32293.146149,NA
MKD,TOT,A,2006,NA,17706.26,NA,NA
MKD,TOT,A,2007,NA,19086.008,NA,NA
MKD,TOT,A,2008,NA,21537.219,NA,NA
MKD,TOT,A,2009,NA,22594.461,NA,NA
MKD,TOT,A,2010,NA,23364.758,NA,NA
MKD,TOT,A,2011,NA,24064.035,NA,NA
MKD,TOT,A,2012,NA,24558.787,NA,NA
MKD,TOT,A,2013,NA,26269.659,NA,NA
MKD,TOT,A,2014,NA,27776.156,NA,NA
MKD,TOT,A,2015,NA,28751.752,NA,NA
MKD,TOT,A,2016,NA,31373.286,NA,NA
MKD,TOT,A,2017,NA,32583.022,NA,NA
MKD,TOT,A,2018,NA,34726.373,NA,NA
MKD,TOT,A,2019,P,36634.491,NA,NA
MKD,TOT,A,2006,E,NA,8678.569401,NA
MKD,TOT,A,2007,E,NA,9339.5921300000009,NA
MKD,TOT,A,2008,E,NA,10521.88172,NA
MKD,TOT,A,2009,E,NA,11018.081685,NA
MKD,TOT,A,2010,E,NA,11369.68999,NA
MKD,TOT,A,2011,E,NA,11689.860896,NA
MKD,TOT,A,2012,E,NA,11915.702401,NA
MKD,TOT,A,2013,E,NA,12727.350485,NA
MKD,TOT,A,2014,E,NA,13434.846939,NA
MKD,TOT,A,2015,E,NA,13888.218744,NA
MKD,TOT,A,2016,E,NA,15137.967397,NA
MKD,TOT,A,2017,E,NA,15706.430869,NA
MKD,TOT,A,2018,E,NA,16725.791726,NA
ZMB,TOT,A,2006,NA,28812.479,2366.722411,NA
ZMB,TOT,A,2007,NA,32057.694,2564.000152,NA
ZMB,TOT,A,2008,NA,35221.847,2741.213127,NA
ZMB,TOT,A,2009,NA,38762.674,2933.232987,NA
ZMB,TOT,A,2010,NA,43252.758,3178.947393,NA
ZMB,TOT,A,2011,NA,46613.602,3324.081982,NA
ZMB,TOT,A,2012,NA,49607.768,3429.503474,NA
ZMB,TOT,A,2013,NA,53493.8,3583.693952,NA
ZMB,TOT,A,2014,NA,54507.864,3539.471693,NA
ZMB,TOT,A,2015,NA,54481.786,3431.059027,NA
ZMB,TOT,A,2016,NA,55729.642,3405.832772,NA
ZMB,TOT,A,2017,NA,58735.191,3484.940724,NA
ZMB,TOT,A,2018,NA,63115.611,3637.368088,NA
HKG,TOT,A,2006,NA,285921.258,NA,NA
HKG,TOT,A,2007,NA,312582.464,NA,NA
HKG,TOT,A,2008,NA,325443.454,NA,NA
HKG,TOT,A,2009,NA,319860.564,NA,NA
HKG,TOT,A,2010,NA,345486.833,NA,NA
HKG,TOT,A,2011,NA,369685.332,NA,NA
HKG,TOT,A,2012,NA,373485.399,NA,NA
HKG,TOT,A,2013,NA,385454.66,NA,NA
HKG,TOT,A,2014,NA,395992.927,NA,NA
HKG,TOT,A,2015,NA,411282.706,NA,NA
HKG,TOT,A,2016,NA,419837.588,NA,NA
HKG,TOT,A,2017,NA,442387.688,NA,NA
HKG,TOT,A,2018,NA,466106.548,NA,NA
HKG,TOT,A,2006,E,NA,41697.718813,NA
HKG,TOT,A,2007,E,NA,45197.00174,NA
HKG,TOT,A,2008,E,NA,46772.557397,NA
HKG,TOT,A,2009,E,NA,45871.298403,NA
HKG,TOT,A,2010,E,NA,49186.621974,NA
HKG,TOT,A,2011,E,NA,52274.50957,NA
HKG,TOT,A,2012,E,NA,52235.720172,NA
HKG,TOT,A,2013,E,NA,53691.971048,NA
HKG,TOT,A,2014,E,NA,54778.382506,NA
HKG,TOT,A,2015,E,NA,56409.642787,NA
HKG,TOT,A,2016,E,NA,57221.969152,NA
HKG,TOT,A,2017,E,NA,59846.819225,NA
HKG,TOT,A,2018,E,NA,62556.2405,NA
MDG,TOT,A,2007,E,30541.742,1571.562292,NA
MDG,TOT,A,2008,E,33333.025,1666.984633,NA
MDG,TOT,A,2009,E,32227.722,1566.810322,NA
MDG,TOT,A,2010,E,32809.07,1551.109609,NA
MDG,TOT,A,2011,E,34048.44,1565.877486,NA
MDG,TOT,A,2012,E,34699.876,1552.77558,NA
MDG,TOT,A,2013,E,35730.697,1556.147235,NA
MDG,TOT,A,2014,E,37125.674,1573.788648,NA
MDG,TOT,A,2015,E,37860.909,1562.305391,NA
MDG,TOT,A,2016,E,40437.411,1624.383829,NA
MDG,TOT,A,2017,E,40952.508,1601.521574,NA
MDG,TOT,A,2018,E,43476.259,1655.481656,NA
MAR,TOT,A,2007,NA,174476.004,NA,NA
MAR,TOT,A,2008,NA,188405.513,NA,NA
MAR,TOT,A,2009,NA,197898.249,NA,NA
MAR,TOT,A,2010,NA,207843.489,NA,NA
MAR,TOT,A,2011,NA,223315.73,NA,NA
MAR,TOT,A,2012,NA,225677.095,NA,NA
MAR,TOT,A,2013,NA,235384.98,NA,NA
MAR,TOT,A,2014,NA,233044.129,NA,NA
MAR,TOT,A,2015,NA,247397.868,NA,NA
MAR,TOT,A,2016,NA,252196.888,NA,NA
MAR,TOT,A,2017,NA,264212.938,NA,NA
MAR,TOT,A,2018,NA,279235.646,NA,NA
MAR,TOT,A,2007,E,NA,5657.274524,NA
MAR,TOT,A,2008,E,NA,6042.899269,NA
MAR,TOT,A,2009,E,NA,6279.693123,NA
MAR,TOT,A,2010,E,NA,6525.49337,NA
MAR,TOT,A,2011,E,NA,6938.287763,NA
MAR,TOT,A,2012,E,NA,6923.247392,NA
MAR,TOT,A,2013,E,NA,7143.701966,NA
MAR,TOT,A,2014,E,NA,6900.513126,NA
MAR,TOT,A,2015,E,NA,7249.966832,NA
MAR,TOT,A,2016,E,NA,7312.810289,NA
MAR,TOT,A,2017,E,NA,7581.215412,NA
MAR,TOT,A,2018,E,NA,7928.326114,NA
SGP,TOT,A,2006,NA,281491.798,63960.872088,NA
SGP,TOT,A,2007,NA,315132.192,68671.212114,NA
SGP,TOT,A,2008,NA,327263.784,67630.457453,NA
SGP,TOT,A,2009,NA,330157.7,66190.396875,NA
SGP,TOT,A,2010,NA,382521.231,75343.949298,NA
SGP,TOT,A,2011,NA,414966.621,80047.57357,NA
SGP,TOT,A,2012,NA,435967.947,82072.279162,NA
SGP,TOT,A,2013,NA,448147.719,83005.689686,NA
SGP,TOT,A,2014,NA,461712.944,84408.216516,NA
SGP,TOT,A,2015,NA,481393.137,86972.563073,NA
SGP,TOT,A,2016,NA,501247.434,89396.724443,NA
SGP,TOT,A,2017,NA,532832.748,94945.250892,NA
SGP,TOT,A,2018,NA,571120.252,101280.413499,NA
EU27_2020,TOT,A,2006,NA,14065855.974,32270.599392,NA
EU27_2020,TOT,A,2007,NA,14937070.787,34149.27149,NA
EU27_2020,TOT,A,2008,NA,15417487.919,35130.03453,NA
EU27_2020,TOT,A,2009,NA,14724698.541,33447.142318,NA
EU27_2020,TOT,A,2010,NA,15270201.888,34628.527973,NA
EU27_2020,TOT,A,2011,NA,15749444.338,35664.752982,NA
EU27_2020,TOT,A,2012,NA,15842238.505,35811.67136,NA
EU27_2020,TOT,A,2013,NA,16021130.922,36163.242927,NA
EU27_2020,TOT,A,2014,NA,16389098.803,36935.272144,NA
EU27_2020,TOT,A,2015,NA,16987124.342,38200.647923,NA
EU27_2020,TOT,A,2016,NA,17459335.476,39172.901704,NA
EU27_2020,TOT,A,2017,NA,18180918.911,40728.649363,NA
EU27_2020,TOT,A,2018,NA,18805294.952,42055.470257,NA
EU27_2020,TOT,A,2019,NA,19426683.524,43354.982276,NA
EU27_2020,TOT,A,2020,NA,18497415.189,41235.245877,NA
