"","LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag.Codes"
"2837","GBR","GDP","TOT","USD_CAP","A",1978,7179.373697,""
"2838","GBR","GDP","TOT","USD_CAP","A",1979,8057.611187,""
"2839","GBR","GDP","TOT","USD_CAP","A",1980,8593.241431,""
"2840","GBR","GDP","TOT","USD_CAP","A",1981,9327.614892,""
"2841","GBR","GDP","TOT","USD_CAP","A",1982,10113.490919,""
"2842","GBR","GDP","TOT","USD_CAP","A",1983,10948.451642,""
"2843","GBR","GDP","TOT","USD_CAP","A",1984,11581.709222,""
"2844","GBR","GDP","TOT","USD_CAP","A",1985,12411.602555,""
"2845","GBR","GDP","TOT","USD_CAP","A",1986,13030.488521,""
"2846","GBR","GDP","TOT","USD_CAP","A",1987,14043.011795,""
"2847","GBR","GDP","TOT","USD_CAP","A",1988,15341.520958,""
"2848","GBR","GDP","TOT","USD_CAP","A",1989,16307.776278,""
"2849","GBR","GDP","TOT","USD_CAP","A",1990,16994.432559,""
"2850","GBR","GDP","TOT","USD_CAP","A",1991,17314.530887,""
"2851","GBR","GDP","TOT","USD_CAP","A",1992,17735.061764,""
"2852","GBR","GDP","TOT","USD_CAP","A",1993,18565.700177,""
"2853","GBR","GDP","TOT","USD_CAP","A",1994,19641.066966,""
"2854","GBR","GDP","TOT","USD_CAP","A",1995,20502.823096,""
"2855","GBR","GDP","TOT","USD_CAP","A",1996,21827.619484,""
"2856","GBR","GDP","TOT","USD_CAP","A",1997,23022.538715,""
"2857","GBR","GDP","TOT","USD_CAP","A",1998,23662.053382,""
"2858","GBR","GDP","TOT","USD_CAP","A",1999,24410.78842,""
"2859","GBR","GDP","TOT","USD_CAP","A",2000,26423.951157,""
"2860","GBR","GDP","TOT","USD_CAP","A",2001,27733.449638,""
"2861","GBR","GDP","TOT","USD_CAP","A",2002,28999.263599,""
"2862","GBR","GDP","TOT","USD_CAP","A",2003,30238.338666,""
"2863","GBR","GDP","TOT","USD_CAP","A",2004,31922.795895,""
"2864","GBR","GDP","TOT","USD_CAP","A",2005,32586.151002,""
"2865","GBR","GDP","TOT","USD_CAP","A",2006,34668.80413,""
"2866","GBR","GDP","TOT","USD_CAP","A",2007,35507.373473,""
"2867","GBR","GDP","TOT","USD_CAP","A",2008,36634.610738,""
"2868","GBR","GDP","TOT","USD_CAP","A",2009,35052.174843,""
"2869","GBR","GDP","TOT","USD_CAP","A",2010,36468.172567,""
"2870","GBR","GDP","TOT","USD_CAP","A",2011,37154.162977,""
"2871","GBR","GDP","TOT","USD_CAP","A",2012,38296.701025,""
"2872","GBR","GDP","TOT","USD_CAP","A",2013,39945.104528,""
"2873","GBR","GDP","TOT","USD_CAP","A",2014,41292.491286,""
"2874","GBR","GDP","TOT","USD_CAP","A",2015,42571.653412,""
"2875","GBR","GDP","TOT","USD_CAP","A",2016,44125.534988,""
"2876","GBR","GDP","TOT","USD_CAP","A",2017,45757.778123,""
"2877","GBR","GDP","TOT","USD_CAP","A",2018,47163.170633,""
"2878","GBR","GDP","TOT","USD_CAP","A",2019,48542.092734,""
"2879","GBR","GDP","TOT","USD_CAP","A",2020,43902.773625,""
"2880","USA","GDP","TOT","MLN_USD","A",1970,1073303,""
"2881","USA","GDP","TOT","MLN_USD","A",1971,1164850,""
"2882","USA","GDP","TOT","MLN_USD","A",1972,1279110,""
"2883","USA","GDP","TOT","MLN_USD","A",1973,1425376,""
"2884","USA","GDP","TOT","MLN_USD","A",1974,1545243,""
"2885","USA","GDP","TOT","MLN_USD","A",1975,1684904,""
"2886","USA","GDP","TOT","MLN_USD","A",1976,1873412,""
"2887","USA","GDP","TOT","MLN_USD","A",1977,2081826,""
"2888","USA","GDP","TOT","MLN_USD","A",1978,2351599,""
"2889","USA","GDP","TOT","MLN_USD","A",1979,2627334,""
"2890","USA","GDP","TOT","MLN_USD","A",1980,2857307,""
"2891","USA","GDP","TOT","MLN_USD","A",1981,3207042,""
"2892","USA","GDP","TOT","MLN_USD","A",1982,3343789,""
"2893","USA","GDP","TOT","MLN_USD","A",1983,3634038,""
"2894","USA","GDP","TOT","MLN_USD","A",1984,4037613,""
"2895","USA","GDP","TOT","MLN_USD","A",1985,4338979,""
"2896","USA","GDP","TOT","MLN_USD","A",1986,4579631,""
"2897","USA","GDP","TOT","MLN_USD","A",1987,4855215,""
"2898","USA","GDP","TOT","MLN_USD","A",1988,5236438,""
"2899","USA","GDP","TOT","MLN_USD","A",1989,5641580,""
"2900","USA","GDP","TOT","MLN_USD","A",1990,5963144,""
"2901","USA","GDP","TOT","MLN_USD","A",1991,6158129,""
"2902","USA","GDP","TOT","MLN_USD","A",1992,6520327,""
"2903","USA","GDP","TOT","MLN_USD","A",1993,6858559,""
"2904","USA","GDP","TOT","MLN_USD","A",1994,7287236,""
"2905","USA","GDP","TOT","MLN_USD","A",1995,7639749,""
"2906","USA","GDP","TOT","MLN_USD","A",1996,8073122,""
"2907","USA","GDP","TOT","MLN_USD","A",1997,8577552,""
"2908","USA","GDP","TOT","MLN_USD","A",1998,9062817,""
"2909","USA","GDP","TOT","MLN_USD","A",1999,9630663,""
"2910","USA","GDP","TOT","MLN_USD","A",2000,10252347,""
"2911","USA","GDP","TOT","MLN_USD","A",2001,10581822,""
"2912","USA","GDP","TOT","MLN_USD","A",2002,10936418,""
"2913","USA","GDP","TOT","MLN_USD","A",2003,11458246,""
"2914","USA","GDP","TOT","MLN_USD","A",2004,12213730,""
"2915","USA","GDP","TOT","MLN_USD","A",2005,13036637,""
"2916","USA","GDP","TOT","MLN_USD","A",2006,13814609,""
"2917","USA","GDP","TOT","MLN_USD","A",2007,14451860,""
"2918","USA","GDP","TOT","MLN_USD","A",2008,14712845,""
"2919","USA","GDP","TOT","MLN_USD","A",2009,14448932,""
"2920","USA","GDP","TOT","MLN_USD","A",2010,14992052,""
"2921","USA","GDP","TOT","MLN_USD","A",2011,15542582,""
"2922","USA","GDP","TOT","MLN_USD","A",2012,16197007,""
"2923","USA","GDP","TOT","MLN_USD","A",2013,16784851,""
"2924","USA","GDP","TOT","MLN_USD","A",2014,17527258,""
"2925","USA","GDP","TOT","MLN_USD","A",2015,18238301,""
"2926","USA","GDP","TOT","MLN_USD","A",2016,18745075,""
"2927","USA","GDP","TOT","MLN_USD","A",2017,19542980,""
"2928","USA","GDP","TOT","MLN_USD","A",2018,20611861,""
"2929","USA","GDP","TOT","MLN_USD","A",2019,21433226,""
"2930","USA","GDP","TOT","USD_CAP","A",1970,5233.352349,""
"2931","USA","GDP","TOT","USD_CAP","A",1971,5608.545346,""
"2932","USA","GDP","TOT","USD_CAP","A",1972,6093.20516,""
"2933","USA","GDP","TOT","USD_CAP","A",1973,6725.406839,""
"2934","USA","GDP","TOT","USD_CAP","A",1974,7224.204995,""
"2935","USA","GDP","TOT","USD_CAP","A",1975,7801.167695,""
"2936","USA","GDP","TOT","USD_CAP","A",1976,8590.244216,""
"2937","USA","GDP","TOT","USD_CAP","A",1977,9450.431025,""
"2938","USA","GDP","TOT","USD_CAP","A",1978,10562.860184,""
"2939","USA","GDP","TOT","USD_CAP","A",1979,11671.541407,""
"2940","USA","GDP","TOT","USD_CAP","A",1980,12547.12681,""
"2941","USA","GDP","TOT","USD_CAP","A",1981,13943.17589,""
"2942","USA","GDP","TOT","USD_CAP","A",1982,14399.353194,""
"2943","USA","GDP","TOT","USD_CAP","A",1983,15508.007835,""
"2944","USA","GDP","TOT","USD_CAP","A",1984,17080.014721,""
"2945","USA","GDP","TOT","USD_CAP","A",1985,18192.326398,""
"2946","USA","GDP","TOT","USD_CAP","A",1986,19027.646323,""
"2947","USA","GDP","TOT","USD_CAP","A",1987,19993.226076,""
"2948","USA","GDP","TOT","USD_CAP","A",1988,21367.896156,""
"2949","USA","GDP","TOT","USD_CAP","A",1989,22804.674457,""
"2950","USA","GDP","TOT","USD_CAP","A",1990,23835.319229,""
"2951","USA","GDP","TOT","USD_CAP","A",1991,24289.547588,""
"2952","USA","GDP","TOT","USD_CAP","A",1992,25378.624641,""
"2953","USA","GDP","TOT","USD_CAP","A",1993,26350.492927,""
"2954","USA","GDP","TOT","USD_CAP","A",1994,27660.268357,""
"2955","USA","GDP","TOT","USD_CAP","A",1995,28657.512716,""
"2956","USA","GDP","TOT","USD_CAP","A",1996,29932.157767,""
"2957","USA","GDP","TOT","USD_CAP","A",1997,31424.438925,""
"2958","USA","GDP","TOT","USD_CAP","A",1998,32817.981996,""
"2959","USA","GDP","TOT","USD_CAP","A",1999,34477.972133,""
"2960","USA","GDP","TOT","USD_CAP","A",2000,36304.602016,""
"2961","USA","GDP","TOT","USD_CAP","A",2001,37099.910597,""
"2962","USA","GDP","TOT","USD_CAP","A",2002,37979.607925,""
"2963","USA","GDP","TOT","USD_CAP","A",2003,39426.087136,""
"2964","USA","GDP","TOT","USD_CAP","A",2004,41647.843907,""
"2965","USA","GDP","TOT","USD_CAP","A",2005,44043.734142,""
"2966","USA","GDP","TOT","USD_CAP","A",2006,46230.846201,""
"2967","USA","GDP","TOT","USD_CAP","A",2007,47902.060352,""
"2968","USA","GDP","TOT","USD_CAP","A",2008,48311.223702,""
"2969","USA","GDP","TOT","USD_CAP","A",2009,47028.160396,""
"2970","USA","GDP","TOT","USD_CAP","A",2010,48396.74085,""
"2971","USA","GDP","TOT","USD_CAP","A",2011,49814.371334,""
"2972","USA","GDP","TOT","USD_CAP","A",2012,51548.021718,""
"2973","USA","GDP","TOT","USD_CAP","A",2013,53056.676476,""
"2974","USA","GDP","TOT","USD_CAP","A",2014,55008.012403,""
"2975","USA","GDP","TOT","USD_CAP","A",2015,56831.654815,""
"2976","USA","GDP","TOT","USD_CAP","A",2016,58000.888034,""
"2977","USA","GDP","TOT","USD_CAP","A",2017,60091.568784,""
"2978","USA","GDP","TOT","USD_CAP","A",2018,63043.046469,""
"2979","USA","GDP","TOT","USD_CAP","A",2019,65240.379025,""
"2980","CHL","GDP","TOT","MLN_USD","A",1986,41610.215,"E"
"2981","CHL","GDP","TOT","MLN_USD","A",1987,45450.761,"E"
"2982","CHL","GDP","TOT","MLN_USD","A",1988,50494.26,"E"
"2983","CHL","GDP","TOT","MLN_USD","A",1989,58015.163,"E"
"2984","CHL","GDP","TOT","MLN_USD","A",1990,62412.32,"E"
"2985","CHL","GDP","TOT","MLN_USD","A",1991,69665.367,"E"
"2986","CHL","GDP","TOT","MLN_USD","A",1992,80001.434,"E"
"2987","CHL","GDP","TOT","MLN_USD","A",1993,87618.426,"E"
"2988","CHL","GDP","TOT","MLN_USD","A",1994,94597.572,"E"
"2989","CHL","GDP","TOT","MLN_USD","A",1995,106845.359,"E"
"2990","CHL","GDP","TOT","MLN_USD","A",1996,116867.752,""
"2991","CHL","GDP","TOT","MLN_USD","A",1997,127713.472,""
"2992","CHL","GDP","TOT","MLN_USD","A",1998,134736.167,""
"2993","CHL","GDP","TOT","MLN_USD","A",1999,136118.236,""
"2994","CHL","GDP","TOT","MLN_USD","A",2000,146574.192,""
"2995","CHL","GDP","TOT","MLN_USD","A",2001,154736.78,""
"2996","CHL","GDP","TOT","MLN_USD","A",2002,162067.995,""
"2997","CHL","GDP","TOT","MLN_USD","A",2003,171831.21,""
"2998","CHL","GDP","TOT","MLN_USD","A",2004,189179.005,""
"2999","CHL","GDP","TOT","MLN_USD","A",2005,206274.403,""
"3000","CHL","GDP","TOT","MLN_USD","A",2006,257648.251,""
"3001","CHL","GDP","TOT","MLN_USD","A",2007,280051.852,""
"3002","CHL","GDP","TOT","MLN_USD","A",2008,275716.447,""
"3003","CHL","GDP","TOT","MLN_USD","A",2009,272874.1,""
"3004","CHL","GDP","TOT","MLN_USD","A",2010,309886.434,""
"3005","CHL","GDP","TOT","MLN_USD","A",2011,350575.242,""
"3006","CHL","GDP","TOT","MLN_USD","A",2012,374241.572,""
"3007","CHL","GDP","TOT","MLN_USD","A",2013,394291.936,""
"3008","CHL","GDP","TOT","MLN_USD","A",2014,404667.282,""
"3009","CHL","GDP","TOT","MLN_USD","A",2015,407878.248,""
"3010","CHL","GDP","TOT","MLN_USD","A",2016,426776.809,""
"3011","CHL","GDP","TOT","MLN_USD","A",2017,451984.54,""
"3012","CHL","GDP","TOT","MLN_USD","A",2018,463368.859,""
"3013","CHL","GDP","TOT","MLN_USD","A",2019,492274.022,""
"3014","CHL","GDP","TOT","MLN_USD","A",2020,476386.27,""
"3015","CHL","GDP","TOT","USD_CAP","A",1986,3378.139636,"E"
"3016","CHL","GDP","TOT","USD_CAP","A",1987,3626.540463,"E"
"3017","CHL","GDP","TOT","USD_CAP","A",1988,3960.913535,"E"
"3018","CHL","GDP","TOT","USD_CAP","A",1989,4475.284843,"E"
"3019","CHL","GDP","TOT","USD_CAP","A",1990,4735.818541,"E"
"3020","CHL","GDP","TOT","USD_CAP","A",1991,5190.382613,"E"
"3021","CHL","GDP","TOT","USD_CAP","A",1992,5854.3742,"E"
"3022","CHL","GDP","TOT","USD_CAP","A",1993,6299.643801,"E"
"3023","CHL","GDP","TOT","USD_CAP","A",1994,6684.533913,"E"
"3024","CHL","GDP","TOT","USD_CAP","A",1995,7422.424725,"E"
"3025","CHL","GDP","TOT","USD_CAP","A",1996,8007.106332,""
"3026","CHL","GDP","TOT","USD_CAP","A",1997,8631.577192,""
"3027","CHL","GDP","TOT","USD_CAP","A",1998,8984.419434,""
"3028","CHL","GDP","TOT","USD_CAP","A",1999,8956.789394,""
"3029","CHL","GDP","TOT","USD_CAP","A",2000,9519.174434,""
"3030","CHL","GDP","TOT","USD_CAP","A",2001,9937.064619,""
"3031","CHL","GDP","TOT","USD_CAP","A",2002,10292.91805,""
"3032","CHL","GDP","TOT","USD_CAP","A",2003,10793.770959,""
"3033","CHL","GDP","TOT","USD_CAP","A",2004,11757.51176,""
"3034","CHL","GDP","TOT","USD_CAP","A",2005,12667.853587,""
"3035","CHL","GDP","TOT","USD_CAP","A",2006,15685.218973,""
"3036","CHL","GDP","TOT","USD_CAP","A",2007,16872.268785,""
"3037","CHL","GDP","TOT","USD_CAP","A",2008,16447.33384,""
"3038","CHL","GDP","TOT","USD_CAP","A",2009,16119.89398,""
"3039","CHL","GDP","TOT","USD_CAP","A",2010,18129.087986,""
"3040","CHL","GDP","TOT","USD_CAP","A",2011,20302.78871,""
"3041","CHL","GDP","TOT","USD_CAP","A",2012,21446.537619,""
"3042","CHL","GDP","TOT","USD_CAP","A",2013,22352.530726,""
"3043","CHL","GDP","TOT","USD_CAP","A",2014,22687.933017,""
"3044","CHL","GDP","TOT","USD_CAP","A",2015,22603.768381,""
"3045","CHL","GDP","TOT","USD_CAP","A",2016,23349.677001,""
"3046","CHL","GDP","TOT","USD_CAP","A",2017,24402.005375,""
"3047","CHL","GDP","TOT","USD_CAP","A",2018,24686.142367,""
"3048","CHL","GDP","TOT","USD_CAP","A",2019,25856.985466,""
"3049","CHN","GDP","TOT","MLN_USD","A",1970,85438.304,""
"3050","CHN","GDP","TOT","MLN_USD","A",1971,96121.086,""
"3051","CHN","GDP","TOT","MLN_USD","A",1972,104113.203,""
"3052","CHN","GDP","TOT","MLN_USD","A",1973,118354.979,""
"3053","CHN","GDP","TOT","MLN_USD","A",1974,132018.289,""
"3054","CHN","GDP","TOT","MLN_USD","A",1975,156802.363,""
"3055","CHN","GDP","TOT","MLN_USD","A",1976,162850.677,""
"3056","CHN","GDP","TOT","MLN_USD","A",1977,186073.132,""
"3057","CHN","GDP","TOT","MLN_USD","A",1978,222390.403,""
"3058","CHN","GDP","TOT","MLN_USD","A",1979,259127.527,""
"3059","CHN","GDP","TOT","MLN_USD","A",1980,304664.757,""
"3060","CHN","GDP","TOT","MLN_USD","A",1981,350540.055,""
"3061","CHN","GDP","TOT","MLN_USD","A",1982,405764.455,""
"3062","CHN","GDP","TOT","MLN_USD","A",1983,467064.854,""
"3063","CHN","GDP","TOT","MLN_USD","A",1984,557434.947,""
"3064","CHN","GDP","TOT","MLN_USD","A",1985,652298.419,""
"3065","CHN","GDP","TOT","MLN_USD","A",1986,724984.616,""
"3066","CHN","GDP","TOT","MLN_USD","A",1987,829519.043,""
"3067","CHN","GDP","TOT","MLN_USD","A",1988,955150.422,""
"3068","CHN","GDP","TOT","MLN_USD","A",1989,1034355.175,""
"3069","CHN","GDP","TOT","MLN_USD","A",1990,1115322.092,""
"3070","CHN","GDP","TOT","MLN_USD","A",1991,1259839.438,""
"3071","CHN","GDP","TOT","MLN_USD","A",1992,1471840.436,""
"3072","CHN","GDP","TOT","MLN_USD","A",1993,1715900.83,""
"3073","CHN","GDP","TOT","MLN_USD","A",1994,1981021.007,""
"3074","CHN","GDP","TOT","MLN_USD","A",1995,2244107.964,""
"3075","CHN","GDP","TOT","MLN_USD","A",1996,2511946.979,""
"3076","CHN","GDP","TOT","MLN_USD","A",1997,2791286.356,""
"3077","CHN","GDP","TOT","MLN_USD","A",1998,3044172.204,""
"3078","CHN","GDP","TOT","MLN_USD","A",1999,3324726.539,""
"3079","CHN","GDP","TOT","MLN_USD","A",2000,3687630.036,""
"3080","CHN","GDP","TOT","MLN_USD","A",2001,4082649.601,""
"3081","CHN","GDP","TOT","MLN_USD","A",2002,4526019.906,""
"3082","CHN","GDP","TOT","MLN_USD","A",2003,5072832.62,""
"3083","CHN","GDP","TOT","MLN_USD","A",2004,5736266.277,""
"3084","CHN","GDP","TOT","MLN_USD","A",2005,6588930.108,""
"3085","CHN","GDP","TOT","MLN_USD","A",2006,7651865.385,""
"3086","CHN","GDP","TOT","MLN_USD","A",2007,8975591.932,""
"3087","CHN","GDP","TOT","MLN_USD","A",2008,10033233.895,""
"3088","CHN","GDP","TOT","MLN_USD","A",2009,11059906.363,""
"3089","CHN","GDP","TOT","MLN_USD","A",2010,12378809.289,""
"3090","CHN","GDP","TOT","MLN_USD","A",2011,13844365.747,""
"3091","CHN","GDP","TOT","MLN_USD","A",2012,15124539.502,""
"3092","CHN","GDP","TOT","MLN_USD","A",2013,16185062.522,""
"3093","CHN","GDP","TOT","MLN_USD","A",2014,17121277.096,""
"3094","CHN","GDP","TOT","MLN_USD","A",2015,17796747.039,""
"3095","CHN","GDP","TOT","MLN_USD","A",2016,18712097.153,""
"3096","CHN","GDP","TOT","MLN_USD","A",2017,19887035.113,""
"3097","CHN","GDP","TOT","MLN_USD","A",2018,21746510.71,""
"3098","CHN","GDP","TOT","MLN_USD","A",2019,23523357.394,""
"3099","CHN","GDP","TOT","USD_CAP","A",1970,102.947639,""
"3100","CHN","GDP","TOT","USD_CAP","A",1971,112.779789,""
"3101","CHN","GDP","TOT","USD_CAP","A",1972,119.427375,""
"3102","CHN","GDP","TOT","USD_CAP","A",1973,132.668593,""
"3103","CHN","GDP","TOT","USD_CAP","A",1974,145.300179,""
"3104","CHN","GDP","TOT","USD_CAP","A",1975,169.662804,""
"3105","CHN","GDP","TOT","USD_CAP","A",1976,173.768556,""
"3106","CHN","GDP","TOT","USD_CAP","A",1977,195.920075,""
"3107","CHN","GDP","TOT","USD_CAP","A",1978,231.033361,""
"3108","CHN","GDP","TOT","USD_CAP","A",1979,265.657385,""
"3109","CHN","GDP","TOT","USD_CAP","A",1980,308.661929,""
"3110","CHN","GDP","TOT","USD_CAP","A",1981,350.287848,""
"3111","CHN","GDP","TOT","USD_CAP","A",1982,399.162311,""
"3112","CHN","GDP","TOT","USD_CAP","A",1983,453.425806,""
"3113","CHN","GDP","TOT","USD_CAP","A",1984,534.161529,""
"3114","CHN","GDP","TOT","USD_CAP","A",1985,616.242094,""
"3115","CHN","GDP","TOT","USD_CAP","A",1986,674.360382,""
"3116","CHN","GDP","TOT","USD_CAP","A",1987,758.937825,""
"3117","CHN","GDP","TOT","USD_CAP","A",1988,860.294365,""
"3118","CHN","GDP","TOT","USD_CAP","A",1989,917.762612,""
"3119","CHN","GDP","TOT","USD_CAP","A",1990,975.503216,""
"3120","CHN","GDP","TOT","USD_CAP","A",1991,1087.728205,""
"3121","CHN","GDP","TOT","USD_CAP","A",1992,1256.147371,""
"3122","CHN","GDP","TOT","USD_CAP","A",1993,1447.809875,""
"3123","CHN","GDP","TOT","USD_CAP","A",1994,1652.916985,""
"3124","CHN","GDP","TOT","USD_CAP","A",1995,1852.781899,""
"3125","CHN","GDP","TOT","USD_CAP","A",1996,2052.428714,""
"3126","CHN","GDP","TOT","USD_CAP","A",1997,2257.847343,""
"3127","CHN","GDP","TOT","USD_CAP","A",1998,2440.003049,""
"3128","CHN","GDP","TOT","USD_CAP","A",1999,2643.161035,""
"3129","CHN","GDP","TOT","USD_CAP","A",2000,2909.533494,""
"3130","CHN","GDP","TOT","USD_CAP","A",2001,3198.891771,""
"3131","CHN","GDP","TOT","USD_CAP","A",2002,3523.483224,""
"3132","CHN","GDP","TOT","USD_CAP","A",2003,3925.520688,""
"3133","CHN","GDP","TOT","USD_CAP","A",2004,4412.919867,""
"3134","CHN","GDP","TOT","USD_CAP","A",2005,5039.10345,""
"3135","CHN","GDP","TOT","USD_CAP","A",2006,5821.210961,""
"3136","CHN","GDP","TOT","USD_CAP","A",2007,6793.052193,""
"3137","CHN","GDP","TOT","USD_CAP","A",2008,7555.032225,""
"3138","CHN","GDP","TOT","USD_CAP","A",2009,8287.678054,""
"3139","CHN","GDP","TOT","USD_CAP","A",2010,9231.648126,""
"3140","CHN","GDP","TOT","USD_CAP","A",2011,10275.255685,""
"3141","CHN","GDP","TOT","USD_CAP","A",2012,11169.935527,""
"3142","CHN","GDP","TOT","USD_CAP","A",2013,11894.484186,""
"3143","CHN","GDP","TOT","USD_CAP","A",2014,12517.200433,""
"3144","CHN","GDP","TOT","USD_CAP","A",2015,12946.666743,""
"3145","CHN","GDP","TOT","USD_CAP","A",2016,13532.915183,""
"3146","CHN","GDP","TOT","USD_CAP","A",2017,14306.396116,""
"3147","COL","GDP","TOT","MLN_USD","A",1975,33205.665,"E"
"3148","COL","GDP","TOT","MLN_USD","A",1976,36659.912,"E"
"3149","COL","GDP","TOT","MLN_USD","A",1977,40569.6,"E"
"3150","COL","GDP","TOT","MLN_USD","A",1978,47117.338,"E"
"3151","COL","GDP","TOT","MLN_USD","A",1979,53797.652,"E"
"3152","COL","GDP","TOT","MLN_USD","A",1980,61095.046,"E"
"3153","COL","GDP","TOT","MLN_USD","A",1981,68528.285,"E"
"3154","COL","GDP","TOT","MLN_USD","A",1982,73582.395,"E"
"3155","COL","GDP","TOT","MLN_USD","A",1983,77772.817,"E"
"3156","COL","GDP","TOT","MLN_USD","A",1984,83008.015,"E"
"3157","COL","GDP","TOT","MLN_USD","A",1985,88220.892,"E"
"3158","COL","GDP","TOT","MLN_USD","A",1986,95189.785,"E"
"3159","COL","GDP","TOT","MLN_USD","A",1987,103009.869,"E"
"3160","COL","GDP","TOT","MLN_USD","A",1988,111458.759,"E"
"3161","COL","GDP","TOT","MLN_USD","A",1989,119941.139,"E"
"3162","COL","GDP","TOT","MLN_USD","A",1990,165700.635,"E"
"3163","COL","GDP","TOT","MLN_USD","A",1991,176082.271,"E"
"3164","COL","GDP","TOT","MLN_USD","A",1992,187881.644,"E"
"3165","COL","GDP","TOT","MLN_USD","A",1993,203347.607,"E"
"3166","COL","GDP","TOT","MLN_USD","A",1994,219336.691,"E"
"3167","COL","GDP","TOT","MLN_USD","A",1995,235861.379,"E"
"3168","COL","GDP","TOT","MLN_USD","A",1996,243994.265,"E"
"3169","COL","GDP","TOT","MLN_USD","A",1997,256130.449,"E"
"3170","COL","GDP","TOT","MLN_USD","A",1998,260578.396,"E"
"3171","COL","GDP","TOT","MLN_USD","A",1999,250618.738,"E"
"3172","COL","GDP","TOT","MLN_USD","A",2000,262804.16,"E"
"3173","COL","GDP","TOT","MLN_USD","A",2001,273074.932,"E"
"3174","COL","GDP","TOT","MLN_USD","A",2002,284339.865,"E"
"3175","COL","GDP","TOT","MLN_USD","A",2003,300969.204,"E"
"3176","COL","GDP","TOT","MLN_USD","A",2004,325554.521,"E"
"3177","COL","GDP","TOT","MLN_USD","A",2005,351494.949,""
"3178","COL","GDP","TOT","MLN_USD","A",2006,386455.856,""
"3179","COL","GDP","TOT","MLN_USD","A",2007,423576.909,""
"3180","COL","GDP","TOT","MLN_USD","A",2008,445994.474,""
"3181","COL","GDP","TOT","MLN_USD","A",2009,454515.97,""
"3182","COL","GDP","TOT","MLN_USD","A",2010,480479.224,""
"3183","COL","GDP","TOT","MLN_USD","A",2011,524596.546,""
"3184","COL","GDP","TOT","MLN_USD","A",2012,548251.361,""
"3185","COL","GDP","TOT","MLN_USD","A",2013,585888.316,""
"3186","COL","GDP","TOT","MLN_USD","A",2014,618792.732,""
"3187","COL","GDP","TOT","MLN_USD","A",2015,624119.465,""
"3188","COL","GDP","TOT","MLN_USD","A",2016,665398.39,""
"3189","COL","GDP","TOT","MLN_USD","A",2017,693117.075,""
"3190","COL","GDP","TOT","MLN_USD","A",2018,738255.957,""
"3191","COL","GDP","TOT","MLN_USD","A",2019,786356.837,"P"
"3192","COL","GDP","TOT","USD_CAP","A",1985,2946.479628,"E"
"3193","COL","GDP","TOT","USD_CAP","A",1986,3114.74057,"E"
"3194","COL","GDP","TOT","USD_CAP","A",1987,3301.632913,"E"
"3195","COL","GDP","TOT","USD_CAP","A",1988,3499.371851,"E"
"3196","COL","GDP","TOT","USD_CAP","A",1989,3689.148781,"E"
"3197","COL","GDP","TOT","USD_CAP","A",1990,4994.610583,"E"
"3198","COL","GDP","TOT","USD_CAP","A",1991,5200.78712,"E"
"3199","COL","GDP","TOT","USD_CAP","A",1992,5441.441062,"E"
"3200","COL","GDP","TOT","USD_CAP","A",1993,5777.756783,"E"
"3201","COL","GDP","TOT","USD_CAP","A",1994,6122.683411,"E"
"3202","COL","GDP","TOT","USD_CAP","A",1995,6475.32925,"E"
"3203","COL","GDP","TOT","USD_CAP","A",1996,6593.758186,"E"
"3204","COL","GDP","TOT","USD_CAP","A",1997,6820.034253,"E"
"3205","COL","GDP","TOT","USD_CAP","A",1998,6841.299649,"E"
"3206","COL","GDP","TOT","USD_CAP","A",1999,6489.336268,"E"
"3207","COL","GDP","TOT","USD_CAP","A",2000,6709.482677,"E"
"3208","COL","GDP","TOT","USD_CAP","A",2001,6883.218978,"E"
"3209","COL","GDP","TOT","USD_CAP","A",2002,7077.150872,"E"
"3210","COL","GDP","TOT","USD_CAP","A",2003,7398.391242,"E"
"3211","COL","GDP","TOT","USD_CAP","A",2004,7905.061738,"E"
"3212","COL","GDP","TOT","USD_CAP","A",2005,8431.955633,""
"3213","COL","GDP","TOT","USD_CAP","A",2006,9160.70697,""
"3214","COL","GDP","TOT","USD_CAP","A",2007,9922.22572,""
"3215","COL","GDP","TOT","USD_CAP","A",2008,10324.87588,""
"3216","COL","GDP","TOT","USD_CAP","A",2009,10399.468562,""
"3217","COL","GDP","TOT","USD_CAP","A",2010,10866.058552,""
"3218","COL","GDP","TOT","USD_CAP","A",2011,11726.775903,""
"3219","COL","GDP","TOT","USD_CAP","A",2012,12115.059684,""
"3220","COL","GDP","TOT","USD_CAP","A",2013,12799.508325,""
"3221","COL","GDP","TOT","USD_CAP","A",2014,13365.993539,""
"3222","COL","GDP","TOT","USD_CAP","A",2015,13330.562044,""
"3223","COL","GDP","TOT","USD_CAP","A",2016,14054.69606,""
"3224","COL","GDP","TOT","USD_CAP","A",2017,14479.812544,""
"3225","COL","GDP","TOT","USD_CAP","A",2018,15256.201618,""
"3226","COL","GDP","TOT","USD_CAP","A",2019,16077.321381,"P"
"3227","EST","GDP","TOT","MLN_USD","A",1993,8652.323,"E"
"3228","EST","GDP","TOT","MLN_USD","A",1994,8691.941,"E"
"3229","EST","GDP","TOT","MLN_USD","A",1995,9275.903,""
"3230","EST","GDP","TOT","MLN_USD","A",1996,9719.971,""
