"","LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag.Codes"
"1","AUS","GDP","TOT","MLN_USD","A",1960,25034.74,""
"2","AUS","GDP","TOT","MLN_USD","A",1961,25326.382,""
"3","AUS","GDP","TOT","MLN_USD","A",1962,27913.206,""
"4","AUS","GDP","TOT","MLN_USD","A",1963,30385.723,""
"5","AUS","GDP","TOT","MLN_USD","A",1964,32694.467,""
"6","AUS","GDP","TOT","MLN_USD","A",1965,34489.925,""
"7","AUS","GDP","TOT","MLN_USD","A",1966,38285.311,""
"8","AUS","GDP","TOT","MLN_USD","A",1967,41004.016,""
"9","AUS","GDP","TOT","MLN_USD","A",1968,46488.435,""
"10","AUS","GDP","TOT","MLN_USD","A",1969,52131.937,""
"11","AUS","GDP","TOT","MLN_USD","A",1970,58744.426,""
"12","AUS","GDP","TOT","MLN_USD","A",1971,64011.08,""
"13","AUS","GDP","TOT","MLN_USD","A",1972,69667.086,""
"14","AUS","GDP","TOT","MLN_USD","A",1973,78684.326,""
"15","AUS","GDP","TOT","MLN_USD","A",1974,86152.081,""
"16","AUS","GDP","TOT","MLN_USD","A",1975,96659.873,""
"17","AUS","GDP","TOT","MLN_USD","A",1976,104079.405,""
"18","AUS","GDP","TOT","MLN_USD","A",1977,110056.543,""
"19","AUS","GDP","TOT","MLN_USD","A",1978,123092.289,""
"20","AUS","GDP","TOT","MLN_USD","A",1979,137700.414,""
"21","AUS","GDP","TOT","MLN_USD","A",1980,154714.29,""
"22","AUS","GDP","TOT","MLN_USD","A",1981,177927.212,""
"23","AUS","GDP","TOT","MLN_USD","A",1982,181561.596,""
"24","AUS","GDP","TOT","MLN_USD","A",1983,196112.732,""
"25","AUS","GDP","TOT","MLN_USD","A",1984,211307.195,""
"26","AUS","GDP","TOT","MLN_USD","A",1985,228433.427,""
"27","AUS","GDP","TOT","MLN_USD","A",1986,239508.375,""
"28","AUS","GDP","TOT","MLN_USD","A",1987,260400.381,""
"29","AUS","GDP","TOT","MLN_USD","A",1988,282358.294,""
"30","AUS","GDP","TOT","MLN_USD","A",1989,298996.814,""
"31","AUS","GDP","TOT","MLN_USD","A",1990,303536.564,""
"32","AUS","GDP","TOT","MLN_USD","A",1991,313292.169,""
"33","AUS","GDP","TOT","MLN_USD","A",1992,333745.071,""
"34","AUS","GDP","TOT","MLN_USD","A",1993,354785.379,""
"35","AUS","GDP","TOT","MLN_USD","A",1994,380139.685,""
"36","AUS","GDP","TOT","MLN_USD","A",1995,402481.437,""
"37","AUS","GDP","TOT","MLN_USD","A",1996,423181.512,""
"38","AUS","GDP","TOT","MLN_USD","A",1997,449576.869,""
"39","AUS","GDP","TOT","MLN_USD","A",1998,476921.51,""
"40","AUS","GDP","TOT","MLN_USD","A",1999,509779.868,""
"41","AUS","GDP","TOT","MLN_USD","A",2000,537613.644,""
"42","AUS","GDP","TOT","MLN_USD","A",2001,568472.868,""
"43","AUS","GDP","TOT","MLN_USD","A",2002,599301.22,""
"44","AUS","GDP","TOT","MLN_USD","A",2003,635958.179,""
"45","AUS","GDP","TOT","MLN_USD","A",2004,675038.955,""
"46","AUS","GDP","TOT","MLN_USD","A",2005,717705.079,""
"47","AUS","GDP","TOT","MLN_USD","A",2006,773925.843,""
"48","AUS","GDP","TOT","MLN_USD","A",2007,824690.484,""
"49","AUS","GDP","TOT","MLN_USD","A",2008,851983.13,""
"50","AUS","GDP","TOT","MLN_USD","A",2009,902680.372,""
"51","AUS","GDP","TOT","MLN_USD","A",2010,942676.08,""
"52","AUS","GDP","TOT","MLN_USD","A",2011,992327.38,""
"53","AUS","GDP","TOT","MLN_USD","A",2012,997527.347,""
"54","AUS","GDP","TOT","MLN_USD","A",2013,1104626.135,""
"55","AUS","GDP","TOT","MLN_USD","A",2014,1118494.158,""
"56","AUS","GDP","TOT","MLN_USD","A",2015,1126907.643,""
"57","AUS","GDP","TOT","MLN_USD","A",2016,1215297.461,""
"58","AUS","GDP","TOT","MLN_USD","A",2017,1251095.561,""
"59","AUS","GDP","TOT","MLN_USD","A",2018,1326164.114,""
"60","AUS","GDP","TOT","MLN_USD","A",2019,1346385.112,""
"61","AUS","GDP","TOT","USD_CAP","A",1960,2409.058207,""
"62","AUS","GDP","TOT","USD_CAP","A",1961,2379.705491,""
"63","AUS","GDP","TOT","USD_CAP","A",1962,2573.580478,""
"64","AUS","GDP","TOT","USD_CAP","A",1963,2748.475664,""
"65","AUS","GDP","TOT","USD_CAP","A",1964,2898.335391,""
"66","AUS","GDP","TOT","USD_CAP","A",1965,2997.714205,""
"67","AUS","GDP","TOT","USD_CAP","A",1966,3270.894847,""
"68","AUS","GDP","TOT","USD_CAP","A",1967,3442.171342,""
"69","AUS","GDP","TOT","USD_CAP","A",1968,3827.600452,""
"70","AUS","GDP","TOT","USD_CAP","A",1969,4201.74299,""
"71","AUS","GDP","TOT","USD_CAP","A",1970,4638.888936,""
"72","AUS","GDP","TOT","USD_CAP","A",1971,4849.919426,""
"73","AUS","GDP","TOT","USD_CAP","A",1972,5195.435143,""
"74","AUS","GDP","TOT","USD_CAP","A",1973,5779.516501,""
"75","AUS","GDP","TOT","USD_CAP","A",1974,6228.471482,""
"76","AUS","GDP","TOT","USD_CAP","A",1975,6919.657558,""
"77","AUS","GDP","TOT","USD_CAP","A",1976,7376.230734,""
"78","AUS","GDP","TOT","USD_CAP","A",1977,7706.213573,""
"79","AUS","GDP","TOT","USD_CAP","A",1978,8529.813526,""
"80","AUS","GDP","TOT","USD_CAP","A",1979,9429.932785,""
"81","AUS","GDP","TOT","USD_CAP","A",1980,10448.465179,""
"82","AUS","GDP","TOT","USD_CAP","A",1981,11922.779261,""
"83","AUS","GDP","TOT","USD_CAP","A",1982,11957.271142,""
"84","AUS","GDP","TOT","USD_CAP","A",1983,12739.970249,""
"85","AUS","GDP","TOT","USD_CAP","A",1984,13563.243432,""
"86","AUS","GDP","TOT","USD_CAP","A",1985,14468.525866,""
"87","AUS","GDP","TOT","USD_CAP","A",1986,14952.078564,""
"88","AUS","GDP","TOT","USD_CAP","A",1987,16010.943344,""
"89","AUS","GDP","TOT","USD_CAP","A",1988,17079.293355,""
"90","AUS","GDP","TOT","USD_CAP","A",1989,17782.187552,""
"91","AUS","GDP","TOT","USD_CAP","A",1990,17786.978311,""
"92","AUS","GDP","TOT","USD_CAP","A",1991,18126.137999,""
"93","AUS","GDP","TOT","USD_CAP","A",1992,19094.496782,""
"94","AUS","GDP","TOT","USD_CAP","A",1993,20118.480443,""
"95","AUS","GDP","TOT","USD_CAP","A",1994,21349.565284,""
"96","AUS","GDP","TOT","USD_CAP","A",1995,22353.994564,""
"97","AUS","GDP","TOT","USD_CAP","A",1996,23220.090889,""
"98","AUS","GDP","TOT","USD_CAP","A",1997,24403.021722,""
"99","AUS","GDP","TOT","USD_CAP","A",1998,25630.468739,""
"100","AUS","GDP","TOT","USD_CAP","A",1999,27098.221278,""
"101","AUS","GDP","TOT","USD_CAP","A",2000,28252.629885,""
"102","AUS","GDP","TOT","USD_CAP","A",2001,29493.214856,""
"103","AUS","GDP","TOT","USD_CAP","A",2002,30740.962903,""
"104","AUS","GDP","TOT","USD_CAP","A",2003,32248.255835,""
"105","AUS","GDP","TOT","USD_CAP","A",2004,33865.906508,""
"106","AUS","GDP","TOT","USD_CAP","A",2005,35570.808015,""
"107","AUS","GDP","TOT","USD_CAP","A",2006,37842.933976,""
"108","AUS","GDP","TOT","USD_CAP","A",2007,39596.040082,""
"109","AUS","GDP","TOT","USD_CAP","A",2008,40094.833205,""
"110","AUS","GDP","TOT","USD_CAP","A",2009,41614.090724,""
"111","AUS","GDP","TOT","USD_CAP","A",2010,42787.065957,""
"112","AUS","GDP","TOT","USD_CAP","A",2011,44419.309749,""
"113","AUS","GDP","TOT","USD_CAP","A",2012,43879.180355,""
"114","AUS","GDP","TOT","USD_CAP","A",2013,47761.21406,""
"115","AUS","GDP","TOT","USD_CAP","A",2014,47644.762792,""
"116","AUS","GDP","TOT","USD_CAP","A",2015,47317.250695,""
"117","AUS","GDP","TOT","USD_CAP","A",2016,50237.794429,""
"118","AUS","GDP","TOT","USD_CAP","A",2017,50853.615427,""
"119","AUS","GDP","TOT","USD_CAP","A",2018,53061.634053,""
"120","AUS","GDP","TOT","USD_CAP","A",2019,53067.877181,"E"
"121","AUT","GDP","TOT","MLN_USD","A",1970,28524.282,"E"
"122","AUT","GDP","TOT","MLN_USD","A",1971,31502.638,"E"
"123","AUT","GDP","TOT","MLN_USD","A",1972,34904.601,"E"
"124","AUT","GDP","TOT","MLN_USD","A",1973,38616.706,"E"
"125","AUT","GDP","TOT","MLN_USD","A",1974,43751.694,"E"
"126","AUT","GDP","TOT","MLN_USD","A",1975,47631.052,"E"
"127","AUT","GDP","TOT","MLN_USD","A",1976,52552.426,"E"
"128","AUT","GDP","TOT","MLN_USD","A",1977,58653.225,"E"
"129","AUT","GDP","TOT","MLN_USD","A",1978,62646.55,"E"
"130","AUT","GDP","TOT","MLN_USD","A",1979,71478.283,"E"
"131","AUT","GDP","TOT","MLN_USD","A",1980,79284.374,"E"
"132","AUT","GDP","TOT","MLN_USD","A",1981,86661.176,"E"
"133","AUT","GDP","TOT","MLN_USD","A",1982,93865.958,"E"
"134","AUT","GDP","TOT","MLN_USD","A",1983,100442.497,"E"
"135","AUT","GDP","TOT","MLN_USD","A",1984,104119.538,"E"
"136","AUT","GDP","TOT","MLN_USD","A",1985,110096.149,"E"
"137","AUT","GDP","TOT","MLN_USD","A",1986,114898.143,"E"
"138","AUT","GDP","TOT","MLN_USD","A",1987,119336.908,"E"
"139","AUT","GDP","TOT","MLN_USD","A",1988,127618.385,"E"
"140","AUT","GDP","TOT","MLN_USD","A",1989,137776.553,"E"
"141","AUT","GDP","TOT","MLN_USD","A",1990,149145.39,"E"
"142","AUT","GDP","TOT","MLN_USD","A",1991,159495.737,"E"
"143","AUT","GDP","TOT","MLN_USD","A",1992,166545.677,"E"
"144","AUT","GDP","TOT","MLN_USD","A",1993,171389.776,"E"
"145","AUT","GDP","TOT","MLN_USD","A",1994,179254.497,"E"
"146","AUT","GDP","TOT","MLN_USD","A",1995,187895.922,""
"147","AUT","GDP","TOT","MLN_USD","A",1996,194997.651,""
"148","AUT","GDP","TOT","MLN_USD","A",1997,202530.57,""
"149","AUT","GDP","TOT","MLN_USD","A",1998,212772.479,""
"150","AUT","GDP","TOT","MLN_USD","A",1999,220639.939,""
"151","AUT","GDP","TOT","MLN_USD","A",2000,235450.19,""
"152","AUT","GDP","TOT","MLN_USD","A",2001,238981.852,""
"153","AUT","GDP","TOT","MLN_USD","A",2002,251984.784,""
"154","AUT","GDP","TOT","MLN_USD","A",2003,260788.036,""
"155","AUT","GDP","TOT","MLN_USD","A",2004,275769.77,""
"156","AUT","GDP","TOT","MLN_USD","A",2005,288086.722,""
"157","AUT","GDP","TOT","MLN_USD","A",2006,310998.391,""
"158","AUT","GDP","TOT","MLN_USD","A",2007,326699.296,""
"159","AUT","GDP","TOT","MLN_USD","A",2008,343812.976,""
"160","AUT","GDP","TOT","MLN_USD","A",2009,341644.307,""
"161","AUT","GDP","TOT","MLN_USD","A",2010,351610.069,""
"162","AUT","GDP","TOT","MLN_USD","A",2011,373031.477,""
"163","AUT","GDP","TOT","MLN_USD","A",2012,391635.176,""
"164","AUT","GDP","TOT","MLN_USD","A",2013,406370.245,""
"165","AUT","GDP","TOT","MLN_USD","A",2014,417059.519,""
"166","AUT","GDP","TOT","MLN_USD","A",2015,430975.924,""
"167","AUT","GDP","TOT","MLN_USD","A",2016,460282.647,""
"168","AUT","GDP","TOT","MLN_USD","A",2017,476563.995,""
"169","AUT","GDP","TOT","MLN_USD","A",2018,504354.99,""
"170","AUT","GDP","TOT","MLN_USD","A",2019,520804.077,""
"171","AUT","GDP","TOT","MLN_USD","A",2020,494184.906,""
"172","AUT","GDP","TOT","USD_CAP","A",1970,3820.28559,"E"
"173","AUT","GDP","TOT","USD_CAP","A",1971,4200.05549,"E"
"174","AUT","GDP","TOT","USD_CAP","A",1972,4627.093401,"E"
"175","AUT","GDP","TOT","USD_CAP","A",1973,5090.842355,"E"
"176","AUT","GDP","TOT","USD_CAP","A",1974,5757.920938,"E"
"177","AUT","GDP","TOT","USD_CAP","A",1975,6285.003672,"E"
"178","AUT","GDP","TOT","USD_CAP","A",1976,6946.30262,"E"
"179","AUT","GDP","TOT","USD_CAP","A",1977,7749.721586,"E"
"180","AUT","GDP","TOT","USD_CAP","A",1978,8284.054924,"E"
"181","AUT","GDP","TOT","USD_CAP","A",1979,9468.043277,"E"
"182","AUT","GDP","TOT","USD_CAP","A",1980,10502.030255,"E"
"183","AUT","GDP","TOT","USD_CAP","A",1981,11449.926929,"E"
"184","AUT","GDP","TOT","USD_CAP","A",1982,12392.952591,"E"
"185","AUT","GDP","TOT","USD_CAP","A",1983,13282.688767,"E"
"186","AUT","GDP","TOT","USD_CAP","A",1984,13769.813815,"E"
"187","AUT","GDP","TOT","USD_CAP","A",1985,14553.388224,"E"
"188","AUT","GDP","TOT","USD_CAP","A",1986,15178.503259,"E"
"189","AUT","GDP","TOT","USD_CAP","A",1987,15754.908297,"E"
"190","AUT","GDP","TOT","USD_CAP","A",1988,16824.397022,"E"
"191","AUT","GDP","TOT","USD_CAP","A",1989,18081.942271,"E"
"192","AUT","GDP","TOT","USD_CAP","A",1990,19425.410775,"E"
"193","AUT","GDP","TOT","USD_CAP","A",1991,20567.115304,"E"
"194","AUT","GDP","TOT","USD_CAP","A",1992,21241.150171,"E"
"195","AUT","GDP","TOT","USD_CAP","A",1993,21679.452882,"E"
"196","AUT","GDP","TOT","USD_CAP","A",1994,22587.176339,"E"
"197","AUT","GDP","TOT","USD_CAP","A",1995,23639.8277,""
"198","AUT","GDP","TOT","USD_CAP","A",1996,24500.221048,""
"199","AUT","GDP","TOT","USD_CAP","A",1997,25417.862477,""
"200","AUT","GDP","TOT","USD_CAP","A",1998,26673.951008,""
"201","AUT","GDP","TOT","USD_CAP","A",1999,27606.484243,""
"202","AUT","GDP","TOT","USD_CAP","A",2000,29388.784958,""
"203","AUT","GDP","TOT","USD_CAP","A",2001,29715.636017,""
"204","AUT","GDP","TOT","USD_CAP","A",2002,31178.051444,""
"205","AUT","GDP","TOT","USD_CAP","A",2003,32123.696189,""
"206","AUT","GDP","TOT","USD_CAP","A",2004,33756.259412,""
"207","AUT","GDP","TOT","USD_CAP","A",2005,35024.557484,""
"208","AUT","GDP","TOT","USD_CAP","A",2006,37614.942761,""
"209","AUT","GDP","TOT","USD_CAP","A",2007,39384.189618,""
"210","AUT","GDP","TOT","USD_CAP","A",2008,41316.022642,""
"211","AUT","GDP","TOT","USD_CAP","A",2009,40957.262321,""
"212","AUT","GDP","TOT","USD_CAP","A",2010,42053.24337,""
"213","AUT","GDP","TOT","USD_CAP","A",2011,44469.209642,""
"214","AUT","GDP","TOT","USD_CAP","A",2012,46477.655075,""
"215","AUT","GDP","TOT","USD_CAP","A",2013,47936.677963,""
"216","AUT","GDP","TOT","USD_CAP","A",2014,48813.534409,""
"217","AUT","GDP","TOT","USD_CAP","A",2015,49942.056293,""
"218","AUT","GDP","TOT","USD_CAP","A",2016,52665.087457,""
"219","AUT","GDP","TOT","USD_CAP","A",2017,54185.337013,""
"220","AUT","GDP","TOT","USD_CAP","A",2018,57068.534815,""
"221","AUT","GDP","TOT","USD_CAP","A",2019,58664.718719,""
"222","AUT","GDP","TOT","USD_CAP","A",2020,55407.641086,""
"223","BEL","GDP","TOT","MLN_USD","A",1970,37219.182,"E"
"224","BEL","GDP","TOT","MLN_USD","A",1971,40573.533,"E"
"225","BEL","GDP","TOT","MLN_USD","A",1972,44552.011,"E"
"226","BEL","GDP","TOT","MLN_USD","A",1973,49870.5,"E"
"227","BEL","GDP","TOT","MLN_USD","A",1974,56641.035,"E"
"228","BEL","GDP","TOT","MLN_USD","A",1975,61066.234,"E"
"229","BEL","GDP","TOT","MLN_USD","A",1976,68068.838,"E"
"230","BEL","GDP","TOT","MLN_USD","A",1977,72750.884,"E"
"231","BEL","GDP","TOT","MLN_USD","A",1978,80081.002,"E"
"232","BEL","GDP","TOT","MLN_USD","A",1979,88755.282,"E"
"233","BEL","GDP","TOT","MLN_USD","A",1980,101107.507,"E"
"234","BEL","GDP","TOT","MLN_USD","A",1981,110365.386,"E"
"235","BEL","GDP","TOT","MLN_USD","A",1982,117881.233,"E"
"236","BEL","GDP","TOT","MLN_USD","A",1983,122880.374,"E"
"237","BEL","GDP","TOT","MLN_USD","A",1984,130453.59,"E"
"238","BEL","GDP","TOT","MLN_USD","A",1985,136802.084,"E"
"239","BEL","GDP","TOT","MLN_USD","A",1986,142100.93,"E"
"240","BEL","GDP","TOT","MLN_USD","A",1987,148973.191,"E"
"241","BEL","GDP","TOT","MLN_USD","A",1988,161512.644,"E"
"242","BEL","GDP","TOT","MLN_USD","A",1989,173667.294,"E"
"243","BEL","GDP","TOT","MLN_USD","A",1990,185820.844,"E"
"244","BEL","GDP","TOT","MLN_USD","A",1991,195626.274,"E"
"245","BEL","GDP","TOT","MLN_USD","A",1992,203147.02,"E"
"246","BEL","GDP","TOT","MLN_USD","A",1993,205959.831,"E"
"247","BEL","GDP","TOT","MLN_USD","A",1994,217146.04,"E"
"248","BEL","GDP","TOT","MLN_USD","A",1995,226986.213,""
"249","BEL","GDP","TOT","MLN_USD","A",1996,230441.688,""
"250","BEL","GDP","TOT","MLN_USD","A",1997,241539.914,""
"251","BEL","GDP","TOT","MLN_USD","A",1998,248626.188,""
"252","BEL","GDP","TOT","MLN_USD","A",1999,260168.781,""
"253","BEL","GDP","TOT","MLN_USD","A",2000,284950.464,""
"254","BEL","GDP","TOT","MLN_USD","A",2001,296258.682,""
"255","BEL","GDP","TOT","MLN_USD","A",2002,312900.475,""
"256","BEL","GDP","TOT","MLN_USD","A",2003,320632.747,""
"257","BEL","GDP","TOT","MLN_USD","A",2004,333856.905,""
"258","BEL","GDP","TOT","MLN_USD","A",2005,347658.439,""
"259","BEL","GDP","TOT","MLN_USD","A",2006,371415.055,""
"260","BEL","GDP","TOT","MLN_USD","A",2007,390457.716,""
"261","BEL","GDP","TOT","MLN_USD","A",2008,405729.43,""
"262","BEL","GDP","TOT","MLN_USD","A",2009,407862.461,""
"263","BEL","GDP","TOT","MLN_USD","A",2010,434412.544,""
"264","BEL","GDP","TOT","MLN_USD","A",2011,451932.625,""
"265","BEL","GDP","TOT","MLN_USD","A",2012,469720.336,""
"266","BEL","GDP","TOT","MLN_USD","A",2013,487343.796,""
"267","BEL","GDP","TOT","MLN_USD","A",2014,503619.623,""
"268","BEL","GDP","TOT","MLN_USD","A",2015,520877.807,""
"269","BEL","GDP","TOT","MLN_USD","A",2016,550677.566,""
"270","BEL","GDP","TOT","MLN_USD","A",2017,573712.461,""
"271","BEL","GDP","TOT","MLN_USD","A",2018,601841.891,""
"272","BEL","GDP","TOT","MLN_USD","A",2019,628370.645,""
"273","BEL","GDP","TOT","MLN_USD","A",2020,596227.81,"P"
"274","BEL","GDP","TOT","USD_CAP","A",1970,3866.806792,"E"
"275","BEL","GDP","TOT","USD_CAP","A",1971,4200.047564,"E"
"276","BEL","GDP","TOT","USD_CAP","A",1972,4594.787001,"E"
"277","BEL","GDP","TOT","USD_CAP","A",1973,5127.98235,"E"
"278","BEL","GDP","TOT","USD_CAP","A",1974,5806.281634,"E"
"279","BEL","GDP","TOT","USD_CAP","A",1975,6242.653992,"E"
"280","BEL","GDP","TOT","USD_CAP","A",1976,6947.165316,"E"
"281","BEL","GDP","TOT","USD_CAP","A",1977,7416.703509,"E"
"282","BEL","GDP","TOT","USD_CAP","A",1978,8157.33979,"E"
"283","BEL","GDP","TOT","USD_CAP","A",1979,9034.499692,"E"
"284","BEL","GDP","TOT","USD_CAP","A",1980,10281.394771,"E"
"285","BEL","GDP","TOT","USD_CAP","A",1981,11214.835314,"E"
"286","BEL","GDP","TOT","USD_CAP","A",1982,11968.845024,"E"
"287","BEL","GDP","TOT","USD_CAP","A",1983,12470.100905,"E"
"288","BEL","GDP","TOT","USD_CAP","A",1984,13237.299833,"E"
"289","BEL","GDP","TOT","USD_CAP","A",1985,13878.673384,"E"
"290","BEL","GDP","TOT","USD_CAP","A",1986,14413.320808,"E"
"291","BEL","GDP","TOT","USD_CAP","A",1987,15093.535037,"E"
"292","BEL","GDP","TOT","USD_CAP","A",1988,16307.819435,"E"
"293","BEL","GDP","TOT","USD_CAP","A",1989,17471.558726,"E"
"294","BEL","GDP","TOT","USD_CAP","A",1990,18641.737955,"E"
"295","BEL","GDP","TOT","USD_CAP","A",1991,19550.896866,"E"
"296","BEL","GDP","TOT","USD_CAP","A",1992,20219.669594,"E"
"297","BEL","GDP","TOT","USD_CAP","A",1993,20420.367959,"E"
"298","BEL","GDP","TOT","USD_CAP","A",1994,21465.602993,"E"
"299","BEL","GDP","TOT","USD_CAP","A",1995,22391.852944,""
"300","BEL","GDP","TOT","USD_CAP","A",1996,22687.967729,""
"301","BEL","GDP","TOT","USD_CAP","A",1997,23724.576608,""
"302","BEL","GDP","TOT","USD_CAP","A",1998,24367.949401,""
"303","BEL","GDP","TOT","USD_CAP","A",1999,25441.891387,""
"304","BEL","GDP","TOT","USD_CAP","A",2000,27797.333304,""
"305","BEL","GDP","TOT","USD_CAP","A",2001,28799.327509,""
"306","BEL","GDP","TOT","USD_CAP","A",2002,30281.667989,""
"307","BEL","GDP","TOT","USD_CAP","A",2003,30901.382717,""
"308","BEL","GDP","TOT","USD_CAP","A",2004,32036.935514,""
"309","BEL","GDP","TOT","USD_CAP","A",2005,33176.680884,""
"310","BEL","GDP","TOT","USD_CAP","A",2006,35211.893732,""
"311","BEL","GDP","TOT","USD_CAP","A",2007,36745.503067,""
"312","BEL","GDP","TOT","USD_CAP","A",2008,37883.233422,""
"313","BEL","GDP","TOT","USD_CAP","A",2009,37779.034875,""
"314","BEL","GDP","TOT","USD_CAP","A",2010,39868.992658,""
"315","BEL","GDP","TOT","USD_CAP","A",2011,40943.343479,""
"316","BEL","GDP","TOT","USD_CAP","A",2012,42290.477674,""
"317","BEL","GDP","TOT","USD_CAP","A",2013,43672.712292,""
"318","BEL","GDP","TOT","USD_CAP","A",2014,44929.933328,""
"319","BEL","GDP","TOT","USD_CAP","A",2015,46201.685891,""
"320","BEL","GDP","TOT","USD_CAP","A",2016,48599.202676,""
"321","BEL","GDP","TOT","USD_CAP","A",2017,50436.26033,""
"322","BEL","GDP","TOT","USD_CAP","A",2018,52668.407357,""
"323","BEL","GDP","TOT","USD_CAP","A",2019,54693.240937,""
"324","BEL","GDP","TOT","USD_CAP","A",2020,51688.583464,"P"
"325","CAN","GDP","TOT","MLN_USD","A",1961,44376.883,""
"326","CAN","GDP","TOT","MLN_USD","A",1962,48656.247,""
"327","CAN","GDP","TOT","MLN_USD","A",1963,52000.483,""
"328","CAN","GDP","TOT","MLN_USD","A",1964,56477.8,""
"329","CAN","GDP","TOT","MLN_USD","A",1965,61893.966,""
"330","CAN","GDP","TOT","MLN_USD","A",1966,68329.4,""
"331","CAN","GDP","TOT","MLN_USD","A",1967,72469.718,""
"332","CAN","GDP","TOT","MLN_USD","A",1968,80115.42,""
"333","CAN","GDP","TOT","MLN_USD","A",1969,88783.769,""
"334","CAN","GDP","TOT","MLN_USD","A",1970,99498.995,""
"335","CAN","GDP","TOT","MLN_USD","A",1971,108693.37,""
"336","CAN","GDP","TOT","MLN_USD","A",1972,119639.463,""
"337","CAN","GDP","TOT","MLN_USD","A",1973,134821.968,""
"338","CAN","GDP","TOT","MLN_USD","A",1974,151774.749,""
"339","CAN","GDP","TOT","MLN_USD","A",1975,168256.284,""
"340","CAN","GDP","TOT","MLN_USD","A",1976,187951.588,""
"341","CAN","GDP","TOT","MLN_USD","A",1977,206493.267,""
"342","CAN","GDP","TOT","MLN_USD","A",1978,229158.872,""
"343","CAN","GDP","TOT","MLN_USD","A",1979,257381.303,""
"344","CAN","GDP","TOT","MLN_USD","A",1980,286679.746,""
"345","CAN","GDP","TOT","MLN_USD","A",1981,324707.915,""
"346","CAN","GDP","TOT","MLN_USD","A",1982,333780.398,""
"347","CAN","GDP","TOT","MLN_USD","A",1983,355876.659,""
"348","CAN","GDP","TOT","MLN_USD","A",1984,390501.086,""
"349","CAN","GDP","TOT","MLN_USD","A",1985,421935.112,""
"350","CAN","GDP","TOT","MLN_USD","A",1986,439665.103,""
"351","CAN","GDP","TOT","MLN_USD","A",1987,468885.928,""
"352","CAN","GDP","TOT","MLN_USD","A",1988,506833.394,""
"353","CAN","GDP","TOT","MLN_USD","A",1989,538906.579,""
"354","CAN","GDP","TOT","MLN_USD","A",1990,560000.309,""
"355","CAN","GDP","TOT","MLN_USD","A",1991,566861,""
"356","CAN","GDP","TOT","MLN_USD","A",1992,584998.762,""
"357","CAN","GDP","TOT","MLN_USD","A",1993,614793.811,""
"358","CAN","GDP","TOT","MLN_USD","A",1994,656143.717,""
"359","CAN","GDP","TOT","MLN_USD","A",1995,687948.942,""
"360","CAN","GDP","TOT","MLN_USD","A",1996,711888.548,""
"361","CAN","GDP","TOT","MLN_USD","A",1997,755158.587,""
"362","CAN","GDP","TOT","MLN_USD","A",1998,793411.459,""
"363","CAN","GDP","TOT","MLN_USD","A",1999,846421.343,""
"364","CAN","GDP","TOT","MLN_USD","A",2000,901029.605,""
"365","CAN","GDP","TOT","MLN_USD","A",2001,937274.87,""
"366","CAN","GDP","TOT","MLN_USD","A",2002,971009.088,""
"367","CAN","GDP","TOT","MLN_USD","A",2003,1023165.602,""
"368","CAN","GDP","TOT","MLN_USD","A",2004,1083146.524,""
"369","CAN","GDP","TOT","MLN_USD","A",2005,1171340.162,""
"370","CAN","GDP","TOT","MLN_USD","A",2006,1241194.165,""
"371","CAN","GDP","TOT","MLN_USD","A",2007,1300942.608,""
"372","CAN","GDP","TOT","MLN_USD","A",2008,1342396.613,""
"373","CAN","GDP","TOT","MLN_USD","A",2009,1307953.077,""
"374","CAN","GDP","TOT","MLN_USD","A",2010,1364079.668,""
"375","CAN","GDP","TOT","MLN_USD","A",2011,1430807.125,""
"376","CAN","GDP","TOT","MLN_USD","A",2012,1468094.965,""
"377","CAN","GDP","TOT","MLN_USD","A",2013,1554122.745,""
"378","CAN","GDP","TOT","MLN_USD","A",2014,1621396.709,""
"379","CAN","GDP","TOT","MLN_USD","A",2015,1594850.842,""
"380","CAN","GDP","TOT","MLN_USD","A",2016,1678093.396,""
"381","CAN","GDP","TOT","MLN_USD","A",2017,1765763.154,""
"382","CAN","GDP","TOT","MLN_USD","A",2018,1862154.108,""
"383","CAN","GDP","TOT","MLN_USD","A",2019,1904502.917,""
"384","CAN","GDP","TOT","MLN_USD","A",2020,1839649.162,""
"385","CAN","GDP","TOT","USD_CAP","A",1970,4589.396803,""
"386","CAN","GDP","TOT","USD_CAP","A",1971,4949.149039,""
"387","CAN","GDP","TOT","USD_CAP","A",1972,5384.686758,""
"388","CAN","GDP","TOT","USD_CAP","A",1973,5994.278172,""
"389","CAN","GDP","TOT","USD_CAP","A",1974,6654.461387,""
"390","CAN","GDP","TOT","USD_CAP","A",1975,7270.201971,""
"391","CAN","GDP","TOT","USD_CAP","A",1976,8015.058731,""
"392","CAN","GDP","TOT","USD_CAP","A",1977,8703.305805,""
"393","CAN","GDP","TOT","USD_CAP","A",1978,9562.948312,""
"394","CAN","GDP","TOT","USD_CAP","A",1979,10634.912525,""
"395","CAN","GDP","TOT","USD_CAP","A",1980,11693.736348,""
"396","CAN","GDP","TOT","USD_CAP","A",1981,13082.55547,""
"397","CAN","GDP","TOT","USD_CAP","A",1982,13289.053965,""
"398","CAN","GDP","TOT","USD_CAP","A",1983,14029.422524,""
