LOCATION,SUBJECT,FREQUENCY,TIME,GDP_MLN_USD,GDP_USD_CAP,LTINT,debt_gdp,ln_gdp,LTINT_DEU,DEU_spread
IND,TOT,A,2017,8123456.655,NA,6.92425,NA,15.910266317983414,0.31638,6.60787
IDN,TOT,A,2006,1683312.047,7495.84456,NA,NA,14.336273867156946,3.764125,NA
IDN,TOT,A,2007,1838206.148,8063.035321,NA,NA,14.42430073447677,4.217113,NA
IDN,TOT,A,2008,1986656.18,8583.717617,NA,NA,14.501963471836001,3.984804,NA
IDN,TOT,A,2009,2052493.739,8735.401828,NA,NA,14.534566069877759,3.222218,NA
IDN,TOT,A,2010,2056981.02,8623.978571,NA,NA,14.53674994156287,2.744305,NA
IDN,TOT,A,2011,2229511.719,9213.212405,NA,NA,14.617293159371355,2.609223,NA
IDN,TOT,A,2012,2413435.226,9833.689555,NA,NA,14.696561695520751,1.49513,NA
IDN,TOT,A,2013,2535041.373,10188.331849,NA,NA,14.7457205155843,1.571408,NA
IDN,TOT,A,2014,2622251.601,10398.959732,NA,NA,14.779543896368043,1.163512,NA
IDN,TOT,A,2015,2647706.549,10364.397282,NA,NA,14.789204370034012,0.4953091,NA
IDN,TOT,A,2016,2744896.64,10610.141435,NA,NA,14.82525397830063,0.09157856,NA
IDN,TOT,A,2017,2894125.53,11050.882373,NA,NA,14.8781935611831,0.31638,NA
IDN,TOT,A,2018,3117888.945,NA,NA,NA,14.952666710582607,0.3964832,NA
IDN,TOT,A,2019,3338143.992,NA,NA,NA,15.020925519481445,-0.2536345,NA
ISR,TOT,A,2006,181326.484,25580.825491,6.314167,85.0501,12.108054464397764,3.764125,2.5500420000000004
ISR,TOT,A,2007,197446.979,27352.814955,5.554167,79.92105,12.19322536652178,4.217113,1.3370539999999993
ISR,TOT,A,2008,200719.741,27304.814799,5.923333,80.42964,12.20966489068475,3.984804,1.9385290000000004
ISR,TOT,A,2009,205786.471,27504.022421,5.063334,83.83496,12.234594361640065,3.222218,1.8411160000000004
ISR,TOT,A,2010,219755.294,28836.15537,4.684166,79.92604,12.300269906269754,2.744305,1.939861
ISR,TOT,A,2011,236754.913,30497.568631,4.98,78.39754,12.374780762680949,2.609223,2.3707770000000004
ISR,TOT,A,2012,250707.948,31706.1862,4.399167,79.02569,12.4320439868748,1.49513,2.904037
ISR,TOT,A,2013,275250.515,34167.038321,3.795833,76.53876,12.525436925609515,1.571408,2.224425
ISR,TOT,A,2014,281527.436,34282.236043,2.885833,77.47432,12.547985185400536,1.163512,1.7223209999999998
ISR,TOT,A,2015,297285.641,35487.894439,2.07,76.84403,12.60244870980433,0.4953091,1.5746908999999998
ISR,TOT,A,2016,322994.484,37806.427116,1.879167,76.00293,12.685390524659592,0.09157856,1.78758844
ISR,TOT,A,2017,338372.035,38849.910298,1.909167,73.1968,12.731901264410535,0.31638,1.592787
ISR,TOT,A,2018,358359.666,40351.274189,1.994167,71.70158,12.789292414687417,0.3964832,1.5976838
ISR,TOT,A,2019,379793.445,41964.735422,1.468333,NA,12.847382818127654,-0.2536345,1.7219675
ISR,TOT,A,2020,375388.66,NA,0.7775,NA,12.835717194899912,-0.5111811,1.2886811
RUS,TOT,A,2006,2291243.855,16017.124233,6.976666,NA,14.644605396190284,3.764125,3.212541
RUS,TOT,A,2007,2553606.502,17881.758587,6.7175,NA,14.753017232443659,4.217113,2.500387
RUS,TOT,A,2008,3091455.591,21657.589062,7.523334,NA,14.944152603006163,3.984804,3.53853
RUS,TOT,A,2009,2973733.08,20826.597968,9.874166,NA,14.905328650797493,3.222218,6.651948000000001
RUS,TOT,A,2010,3143873.887,22008.299275,7.831666,NA,14.960966319449362,2.744305,5.087361
RUS,TOT,A,2011,3259319.17,22798.673917,8.060833,NA,14.997028887973755,2.609223,5.4516100000000005
RUS,TOT,A,2012,3480301.72,24303.491049,8.154166,NA,15.062629549141755,1.49513,6.659036
RUS,TOT,A,2013,3741783.371,26073.873547,7.330833,NA,15.135072892905775,1.571408,5.759425
RUS,TOT,A,2014,3763536.922,25761.66151,8.464167,NA,15.140869743957293,1.163512,7.300655
RUS,TOT,A,2015,3526234.314,24085.312853,10.88667,NA,15.0757410929368,0.4953091,10.3913609
RUS,TOT,A,2016,3538975.3,24128.081806,10.43833,NA,15.07934777993054,0.09157856,10.34675144
RUS,TOT,A,2017,3807099.411,25926.431403,8.9925,NA,15.15237814771086,0.31638,8.67612
RUS,TOT,A,2018,4242503.062,28893.861781,NA,NA,15.260663997834513,0.3964832,NA
RUS,TOT,A,2019,4315441.136,29403.808518,NA,NA,15.277710110414423,-0.2536345,NA
SVN,TOT,A,2006,51548.468,25673.49132,3.853333,33.06923,10.850277770283807,3.764125,0.08920800000000018
SVN,TOT,A,2007,55572.363,27526.53765,4.529167,30.34488,10.925441288313927,4.217113,0.31205399999999983
SVN,TOT,A,2008,59839.586,29594.665839,4.606667,29.8953,10.999422694175228,3.984804,0.6218629999999998
SVN,TOT,A,2009,56209.216,27531.134559,4.375,43.78715,10.936836008202711,3.222218,1.1527820000000002
SVN,TOT,A,2010,57049.221,27844.90244,3.8325,47.86614,10.951669700508127,2.744305,1.0881949999999998
SVN,TOT,A,2011,59391.555,28931.423641,4.970833,51.32956,10.991907323526208,2.609223,2.3616099999999998
SVN,TOT,A,2012,59745.667,29048.325999,5.808333,61.51445,10.997851948335688,1.49513,4.313203
SVN,TOT,A,2013,61744.434,29979.618841,5.811666,78.50644,11.03075911277576,1.571408,4.240258
SVN,TOT,A,2014,63653.392,30872.72888,3.27,99.25522,11.061207894003163,1.163512,2.1064879999999997
SVN,TOT,A,2015,65265.909,31631.838376,1.706667,102.3766,11.086225111558582,0.4953091,1.2113578999999999
SVN,TOT,A,2016,70079.359,33942.76789,1.149167,97.20789,11.157383578878944,0.09157856,1.05758844
SVN,TOT,A,2017,75434.833,36515.702826,0.96,88.92531,11.231024423445252,0.31638,0.64362
SVN,TOT,A,2018,80706.96,38952.0625,0.9308333,82.9892,11.298580095892284,0.3964832,0.5343500999999999
SVN,TOT,A,2019,86028.575,41181.425696,0.275,80.90915,11.362434787488903,-0.2536345,0.5286345
SVN,TOT,A,2020,81448.053,38727.415299,0.07916667,NA,11.307720709508754,-0.5111811,0.59034777
ZAF,TOT,A,2006,510032.429,10580.512387,7.9375,NA,13.142229588953496,3.764125,4.173375
ZAF,TOT,A,2007,551807.921,11300.497099,7.985,NA,13.220955295501003,4.217113,3.767887
ZAF,TOT,A,2008,580492.268,11732.029766,9.1,NA,13.271631760479266,3.984804,5.115195999999999
ZAF,TOT,A,2009,575921.095,11483.44306,8.703333,NA,13.263725942447113,3.222218,5.481115000000001
ZAF,TOT,A,2010,600342.463,11806.055909,8.615,NA,13.305255543036758,2.744305,5.8706949999999996
ZAF,TOT,A,2011,633011.149,12227.241685,8.52,NA,13.358243313925394,2.609223,5.9107769999999995
ZAF,TOT,A,2012,637033.795,12174.458197,7.9,NA,13.364577986522216,1.49513,6.404870000000001
ZAF,TOT,A,2013,668457.699,12587.617396,7.7225,NA,13.412728396035119,1.571408,6.151092
ZAF,TOT,A,2014,682954.739,12667.868135,8.25,NA,13.434183868421533,1.163512,7.086488
ZAF,TOT,A,2015,695228.551,12698.124385,8.165833,NA,13.451995920847214,0.4953091,7.670523899999999
ZAF,TOT,A,2016,707743.902,12724.643279,9.020833,NA,13.469837586900292,0.09157856,8.92925444
ZAF,TOT,A,2017,724100.729,12810.965544,9.0525,NA,13.492685790143426,0.31638,8.73612
ZAF,TOT,A,2018,747577.76,NA,9.131667,NA,13.524593605592424,0.3964832,8.7351838
ZAF,TOT,A,2019,763258.133,NA,9.0725,NA,13.545351566288796,-0.2536345,9.3261345
ZAF,TOT,A,2020,726299.553,NA,10.075,NA,13.495717816145909,-0.5111811,10.5861811
EU28,TOT,A,2006,14813541.372,29823.970847,NA,NA,16.511052277983378,3.764125,NA
EU28,TOT,A,2007,15761199.171,31603.033196,NA,NA,16.573061729029803,4.217113,NA
EU28,TOT,A,2008,16549326.44,33052.83263,NA,NA,16.621855960469713,3.984804,NA
EU28,TOT,A,2009,16212325.892,32263.407949,NA,NA,16.601282368428123,3.222218,NA
EU28,TOT,A,2010,16803770.173,33358.569993,NA,NA,16.637113834255718,2.744305,NA
EU28,TOT,A,2011,17539821.165,34740.443621,NA,NA,16.679984349018248,2.609223,NA
EU28,TOT,A,2012,17856026.49,35282.913466,NA,NA,16.69785162769702,1.49513,NA
EU28,TOT,A,2013,18525434.827,36530.05932,NA,NA,16.734655201313597,1.571408,NA
EU28,TOT,A,2014,19110679.11,37595.626444,NA,NA,16.765757852476714,1.163512,NA
EU28,TOT,A,2015,19758973.927,38758.925879,NA,NA,16.7991183221645,0.4953091,NA
EU28,TOT,A,2016,20971978.546,41013.178147,NA,NA,16.85869774969101,0.09157856,NA
EU28,TOT,A,2017,22054487.068,43038.906204,NA,NA,16.909026634302194,0.31638,NA
EU28,TOT,A,2018,23072216.837,44923.366986,NA,NA,16.954139717297615,0.3964832,NA
EU28,TOT,A,2019,24036219.36,46683.037386,NA,NA,16.995072390704845,-0.2536345,NA
OECD,TOT,A,2006,39724770.027,31769.865064,NA,NA,17.49748548124506,3.764125,NA
OECD,TOT,A,2007,41962098.897,33305.852937,NA,NA,17.552277361618845,4.217113,NA
OECD,TOT,A,2008,43372491.529,34160.105412,NA,NA,17.585335962374515,3.984804,NA
OECD,TOT,A,2009,42525519.112,33249.404378,NA,NA,17.565614903390976,3.222218,NA
OECD,TOT,A,2010,44463265.921,34536.850043,NA,NA,17.610173921314825,2.744305,NA
OECD,TOT,A,2011,46498957.003,35896.262919,NA,NA,17.654940440263015,2.609223,NA
OECD,TOT,A,2012,48025015.447,36857.259674,NA,NA,17.687232588263818,1.49513,NA
OECD,TOT,A,2013,50056801.347,38197.867187,NA,NA,17.728668945542104,1.571408,NA
OECD,TOT,A,2014,51870315.184,39341.363451,NA,NA,17.764257222730944,1.163512,NA
OECD,TOT,A,2015,53718452.869,40494.209134,NA,NA,17.79926712929766,0.4953091,NA
OECD,TOT,A,2016,55939244.344,41905.881358,NA,NA,17.839776737316495,0.09157856,NA
OECD,TOT,A,2017,58418898.247,43519.028475,NA,NA,17.88314999557109,0.31638,NA
OECD,TOT,A,2018,61070590.566,45244.937562,NA,NA,17.927540975465316,0.3964832,NA
OECD,TOT,A,2019,63079189.279,46484.349363,NA,NA,17.959901467709557,-0.2536345,NA
OECDE,TOT,A,2006,15935803.695,29286.658723,NA,NA,16.5840789403948,3.764125,NA
OECDE,TOT,A,2007,16968978.106,30994.974911,NA,NA,16.646897417718996,4.217113,NA
OECDE,TOT,A,2008,17836449.795,32379.484799,NA,NA,16.696754662790088,3.984804,NA
OECDE,TOT,A,2009,17456370.88,31510.498427,NA,NA,16.67521523339207,3.222218,NA
OECDE,TOT,A,2010,18223253.112,32740.467885,NA,NA,16.718208980071562,2.744305,NA
OECDE,TOT,A,2011,19168169.585,34275.131364,NA,NA,16.768761627155754,2.609223,NA
OECDE,TOT,A,2012,19599738.109,34895.168677,NA,NA,16.79102676232576,1.49513,NA
OECDE,TOT,A,2013,20438332.794,36239.889538,NA,NA,16.83292275412183,1.571408,NA
OECDE,TOT,A,2014,21177349.581,37383.244752,NA,NA,16.86844275248845,1.163512,NA
OECDE,TOT,A,2015,21957532.343,38568.571243,NA,NA,16.904620797754223,0.4953091,NA
OECDE,TOT,A,2016,23211788.413,40561.886245,NA,NA,16.96017082883665,0.09157856,NA
OECDE,TOT,A,2017,24413641.764,42481.417902,NA,NA,17.0106526227201,0.31638,NA
OECDE,TOT,A,2018,25470463.391,44125.430493,NA,NA,17.053030040390453,0.3964832,NA
OECDE,TOT,A,2019,26348386.562,45433.062017,NA,NA,17.086917600033306,-0.2536345,NA
OECDE,TOT,A,2020,25133304.083,NA,NA,NA,17.039704380503032,-0.5111811,NA
LVA,TOT,A,2006,35048.854,15797.285944,4.133333,14.90849,10.464498195779846,3.764125,0.3692080000000004
LVA,TOT,A,2007,40013.9,18179.666228,5.2825,13.02736,10.596982172731932,4.217113,1.0653869999999994
LVA,TOT,A,2008,42500.525,19516.020113,6.431667,23.20444,10.657271707777388,3.984804,2.446863
LVA,TOT,A,2009,36356.754,16973.369602,12.3575,42.18109,10.501135270378867,3.222218,9.135282
LVA,TOT,A,2010,37035.492,17658.75357,10.3375,53.99846,10.519631975089808,2.744305,7.593195
LVA,TOT,A,2011,40945.395,19887.749141,5.9075,49.64354,10.619994628745312,2.609223,3.2982769999999997
LVA,TOT,A,2012,43549.741,21414.570348,4.565,48.70946,10.681659035075823,1.49513,3.0698700000000003
LVA,TOT,A,2013,45914.339,22811.030828,3.34,45.54675,10.734532743777168,1.571408,1.768592
LVA,TOT,A,2014,47459.627,23798.233545,2.508333,50.89373,10.767634670708976,1.163512,1.3448209999999998
LVA,TOT,A,2015,49361.737,24964.048128,0.9633333,46.16284,10.806930848397702,0.4953091,0.46802419999999995
LVA,TOT,A,2016,52339.473,26712.835239,0.5341667,49.82199,10.865506107252399,0.09157856,0.44258814
LVA,TOT,A,2017,55645.386,28666.003742,0.8341666,47.18818,10.926754442215167,0.31638,0.5177866
LVA,TOT,A,2018,59355.896,30814.222639,0.9025,45.7956,10.99130673798485,0.3964832,0.5060168
LVA,TOT,A,2019,61247.544,32013.343219,0.3425,47.31281,11.022679029643845,-0.2536345,0.5961345
LVA,TOT,A,2020,59629.992,31367.284335,-0.0625,NA,10.995913947956485,-0.5111811,0.44868110000000005
BRA,TOT,A,2006,2190727.859,11711.263786,NA,NA,14.599744402282523,3.764125,NA
BRA,TOT,A,2007,2386123.391,12622.435746,NA,NA,14.685180594887925,4.217113,NA
BRA,TOT,A,2008,2556454.782,13383.860084,NA,NA,14.754132005882438,3.984804,NA
BRA,TOT,A,2009,2572703.03,13331.386494,NA,NA,14.760467666802501,3.222218,NA
BRA,TOT,A,2010,2798617.242,14359.933545,NA,NA,14.844636011022383,2.744305,NA
BRA,TOT,A,2011,2970630.763,15109.737403,NA,NA,14.904284866344321,2.609223,NA
BRA,TOT,A,2012,2998534.425,15120.063649,NA,NA,14.913634202265168,1.49513,NA
BRA,TOT,A,2013,3133893.65,15669.140139,NA,NA,14.957786767053019,1.571408,NA
BRA,TOT,A,2014,3187155.079,15800.088894,NA,NA,14.974639252083835,1.163512,NA
BRA,TOT,A,2015,3014754.849,14816.290598,NA,NA,14.919029074389789,0.4953091,NA
BRA,TOT,A,2016,2939094.21,14326.10209,NA,NA,14.893612000008089,0.09157856,NA
BRA,TOT,A,2017,3018705.989,14596.889676,NA,NA,14.920338817063492,0.31638,NA
BRA,TOT,A,2018,3184211.037,15272.36895,NA,NA,14.973715104214781,0.3964832,NA
LTU,TOT,A,2006,53828.551,16461.788562,4.080833,21.97565,10.893559293117283,3.764125,0.3167080000000002
LTU,TOT,A,2007,61625.453,19071.447238,4.545833,19.40425,11.028830262230752,4.217113,0.3287199999999997
LTU,TOT,A,2008,66270.653,20721.033864,5.6075,17.13637,11.10150243866282,3.984804,1.622696
LTU,TOT,A,2009,57343.818,18130.047804,14.00417,34.18004,10.956820322501441,3.222218,10.781952
LTU,TOT,A,2010,62292.855,20112.103125,5.566667,45.47081,11.039602011200094,2.744305,2.8223619999999996
LTU,TOT,A,2011,69297.819,22884.804355,5.16,45.6827,11.146168712821273,2.609223,2.550777
LTU,TOT,A,2012,73809.042,24703.697943,4.830833,51.18573,11.209236523408766,1.49513,3.335703
LTU,TOT,A,2013,79034.188,26721.601926,3.831667,47.92086,11.277635797329447,1.571408,2.260259
LTU,TOT,A,2014,82647.295,28184.499091,2.7925,52.58745,11.322337374340929,1.163512,1.6289879999999999
LTU,TOT,A,2015,83761.504,28834.457574,1.380833,53.33852,11.335728801448157,0.4953091,0.8855238999999999
LTU,TOT,A,2016,88700.479,30925.151813,0.8983333,50.88945,11.393020568508568,0.09157856,0.80675474
LTU,TOT,A,2017,95492.278,33761.906595,0.31,47.00182,11.466800664560843,0.31638,-0.006379999999999997
LTU,TOT,A,2018,101826.049,36346.416674,0.31,40.67271,11.531021234452254,0.3964832,-0.08648319999999998
LTU,TOT,A,2019,108289.967,38756.14082,0.31,44.54689,11.592567787885098,-0.2536345,0.5636345
LTU,TOT,A,2020,108372.481,38777.34523,0.2233333,NA,11.593329470444777,-0.5111811,0.7345144000000001
SAU,TOT,A,2006,1189455.013,48394.517286,NA,NA,13.989005787917476,3.764125,NA
SAU,TOT,A,2007,1243968.072,49261.050327,NA,NA,14.03381688635704,4.217113,NA
SAU,TOT,A,2008,1347422.314,51942.263614,NA,NA,14.1137039281553,3.984804,NA
SAU,TOT,A,2009,1329736.076,49874.781069,NA,NA,14.10049104140855,3.222218,NA
SAU,TOT,A,2010,1413023.435,51351.20235,NA,NA,14.161242246808678,2.744305,NA
SAU,TOT,A,2011,1586748.999,56127.033075,NA,NA,14.277197826319297,2.609223,NA
SAU,TOT,A,2012,1672470.749,57693.997325,NA,NA,14.329812581444434,1.49513,NA
SAU,TOT,A,2013,1680157.973,56563.342326,NA,NA,14.334398378506371,1.571408,NA
SAU,TOT,A,2014,1722861.572,56613.468127,NA,NA,14.3594971710173,1.163512,NA
SAU,TOT,A,2015,1541832.174,49491.352769,NA,NA,14.248481990606406,0.4953091,NA
SAU,TOT,A,2016,1475671.823,46289.738474,NA,NA,14.204623917279955,0.09157856,NA
SAU,TOT,A,2017,1565891.657,47862.014148,NA,NA,14.263965968592908,0.31638,NA
SAU,TOT,A,2018,1643081.118,49173.934198,NA,NA,14.31208376768136,0.3964832,NA
SAU,TOT,A,2019,1680540.376,49112.515397,NA,NA,14.334625952041357,-0.2536345,NA
EA19,TOT,A,2006,10747111.269,32598.726457,3.859517,NA,16.190147557263693,3.764125,0.09539199999999992
EA19,TOT,A,2007,11430222.948,34485.804043,4.3317,NA,16.251771541092573,4.217113,0.11458699999999933
EA19,TOT,A,2008,11931468.501,35819.422147,4.356,NA,16.294689879625334,3.984804,0.37119599999999986
EA19,TOT,A,2009,11669585.763,34922.115765,4.028792,NA,16.272496507745856,3.222218,0.8065740000000003
EA19,TOT,A,2010,12029243.736,35915.167554,3.781917,NA,16.30285122113688,2.744305,1.0376119999999998
EA19,TOT,A,2011,12552232.11,37379.594814,4.311008,NA,16.345409065097837,2.609223,1.701785
EA19,TOT,A,2012,12704236.259,37735.292195,3.04785,NA,16.357446059509606,1.49513,1.5527199999999999
EA19,TOT,A,2013,13148107.062,38969.473823,3.011842,NA,16.391788356568508,1.571408,1.4404340000000002
EA19,TOT,A,2014,13520383.133,39985.273246,2.281667,NA,16.419708966417218,1.163512,1.118155
EA19,TOT,A,2015,13929246.002,41070.906164,1.269233,NA,16.449501216652845,0.4953091,0.7739239
EA19,TOT,A,2016,14821602.279,43562.937373,0.9294167,NA,16.511596287980005,0.09157856,0.83783814
EA19,TOT,A,2017,15556126.88,45623.089819,1.170442,NA,16.5599651305629,0.31638,0.854062
EA19,TOT,A,2018,16250956.615,47548.319552,1.264733,NA,16.603662333622715,0.3964832,0.8682498000000001
EA19,TOT,A,2019,16868233.203,49215.389518,0.58445,NA,16.640942718924943,-0.2536345,0.8380845
EA19,TOT,A,2020,15917398.098,46367.710403,0.2132417,NA,16.582923288968107,-0.5111811,0.7244228
ARG,TOT,A,2006,587451.577,15074.069861,NA,NA,13.283549099475902,3.764125,NA
ARG,TOT,A,2007,657569.211,16708.232833,NA,NA,13.39630530137253,4.217113,NA
ARG,TOT,A,2008,697557.859,17550.391451,NA,NA,13.45534074120866,3.984804,NA
ARG,TOT,A,2009,661275.817,16476.698479,NA,NA,13.401926304114616,3.222218,NA
ARG,TOT,A,2010,736718.361,18061.934358,NA,NA,13.509960955666962,2.744305,NA
ARG,TOT,A,2011,797263.882,19322.22713,NA,NA,13.588940997075682,2.609223,NA
ARG,TOT,A,2012,819697.902,19641.352863,NA,NA,13.61669113916487,1.49513,NA
ARG,TOT,A,2013,849616,20131.680421,NA,NA,13.652539761684197,1.571408,NA
ARG,TOT,A,2014,839896.688,19683.771502,NA,NA,13.641034172779356,1.163512,NA
ARG,TOT,A,2015,867176.759,20105.198994,NA,NA,13.672998109262265,0.4953091,NA
ARG,TOT,A,2016,885227.529,20307.870053,NA,NA,13.693599985862086,0.09157856,NA
ARG,TOT,A,2017,1037824.307,23562.918839,NA,NA,13.8526370673027,0.31638,NA
ARG,TOT,A,2018,1041835.393,23414.924229,NA,NA,13.856494516647626,0.3964832,NA
ARG,TOT,A,2019,1045205.887,23258.474498,NA,NA,13.859724445027581,-0.2536345,NA
CRI,TOT,A,2006,47971.068,11205.664332,NA,NA,10.77835335816322,3.764125,NA
CRI,TOT,A,2007,53297.55,12278.747842,NA,NA,10.883645642868563,4.217113,NA
CRI,TOT,A,2008,56911.82,12926.352146,NA,NA,10.949258331405613,3.984804,NA
CRI,TOT,A,2009,56779.592,12701.994593,NA,NA,10.946932244372404,3.222218,NA
CRI,TOT,A,2010,60553.221,13318.135538,NA,NA,11.011277943272425,2.744305,NA
CRI,TOT,A,2011,64567.752,14068.154868,NA,NA,11.075470370084926,2.609223,NA
CRI,TOT,A,2012,69073.803,14852.929898,NA,NA,11.142930820651241,1.49513,NA
CRI,TOT,A,2013,73210.057,15542.368395,NA,NA,11.201088081222546,1.571408,NA
CRI,TOT,A,2014,79269.13,16615.974075,9.823334,NA,11.280604050622747,1.163512,8.659821999999998
CRI,TOT,A,2015,85240.084,17649.314854,10.0575,NA,11.353227071664907,0.4953091,9.5621909
CRI,TOT,A,2016,93454.856,19119.336147,8.905,NA,11.445233775150554,0.09157856,8.813421439999999
CRI,TOT,A,2017,100716.907,20368.230268,NA,NA,11.520068959350752,0.31638,NA
CRI,TOT,A,2018,104960.285,20988.161555,10.34273,NA,11.561337319494351,0.3964832,9.946246799999999
CRI,TOT,A,2019,109998.851,21759.381303,10.34818,NA,11.608225199265453,-0.2536345,10.6018145
BGR,TOT,A,2006,86597.081,11247.805714,NA,NA,11.369021387284983,3.764125,NA
BGR,TOT,A,2007,96549.248,12604.728791,NA,NA,11.477808499115815,4.217113,NA
BGR,TOT,A,2008,107410.912,14089.642678,NA,NA,11.584417057385577,3.984804,NA
BGR,TOT,A,2009,105648.489,13928.367151,NA,NA,11.56787272100156,3.222218,NA
BGR,TOT,A,2010,110040.697,14605.319424,NA,NA,11.608605549078792,2.744305,NA
BGR,TOT,A,2011,115128.421,15667.294737,NA,NA,11.653803488642712,2.609223,NA
BGR,TOT,A,2012,118701.781,16247.413194,NA,NA,11.684369584697498,1.49513,NA
BGR,TOT,A,2013,120520.814,16588.975372,NA,NA,11.699577747287144,1.571408,NA
BGR,TOT,A,2014,126862.574,17561.417568,NA,NA,11.750859685065604,1.163512,NA
BGR,TOT,A,2015,131666.906,18343.141628,NA,NA,11.788030572935016,0.4953091,NA
BGR,TOT,A,2016,142696.411,20019.638626,NA,NA,11.868474652482913,0.09157856,NA
BGR,TOT,A,2017,151335.246,21387.279564,NA,NA,11.927252827042027,0.31638,NA
BGR,TOT,A,2018,160951.517,22911.128872,NA,NA,11.988858461969892,0.3964832,NA
BGR,TOT,A,2019,171459.528,24579.331314,NA,NA,12.05210252940031,-0.2536345,NA
HRV,TOT,A,2006,75104.328,17413.442983,NA,NA,11.226633465918589,3.764125,NA
HRV,TOT,A,2007,83268.104,19307.4334,NA,NA,11.32982084966597,4.217113,NA
HRV,TOT,A,2008,89507.429,20763.138285,NA,NA,11.402076906404766,3.984804,NA
HRV,TOT,A,2009,86145.14,20004.344703,NA,NA,11.363788827132057,3.222218,NA
HRV,TOT,A,2010,85111.874,19810.265595,NA,NA,11.351721834792812,2.744305,NA
HRV,TOT,A,2011,89055.653,20793.207219,NA,NA,11.397016767893305,2.609223,NA
HRV,TOT,A,2012,90338.799,21161.27599,NA,NA,11.411322314898397,1.49513,NA
HRV,TOT,A,2013,92861.599,21826.808171,NA,NA,11.43886548089583,1.571408,NA
HRV,TOT,A,2014,93502.185,22072.90031,NA,NA,11.445740083987685,1.163512,NA
HRV,TOT,A,2015,96704.418,22981.128967,NA,NA,11.479414368091634,0.4953091,NA
HRV,TOT,A,2016,103842.682,24887.753281,NA,NA,11.550632359801602,0.09157856,NA
HRV,TOT,A,2017,110537.908,26765.579327,NA,NA,11.61311379993225,0.31638,NA
HRV,TOT,A,2018,116725.695,28533.220285,NA,NA,11.667581973987186,0.3964832,NA
HRV,TOT,A,2019,122958.156,30231.57293,NA,NA,11.719599381353115,-0.2536345,NA
CYP,TOT,A,2006,22510.259,29975.110725,NA,NA,10.02172643983192,3.764125,NA
CYP,TOT,A,2007,25193.793,32841.835601,NA,NA,10.134352933636533,4.217113,NA
CYP,TOT,A,2008,27398.527,34830.170302,NA,NA,10.218244531807,3.984804,NA
CYP,TOT,A,2009,27400.309,33909.804342,NA,NA,10.218309569684836,3.222218,NA
CYP,TOT,A,2010,27744.149,33449.01196,NA,NA,10.230780250096412,2.744305,NA
CYP,TOT,A,2011,28345.721,33313.379158,NA,NA,10.252231363019835,2.609223,NA
CYP,TOT,A,2012,27503.333,31834.588088,NA,NA,10.222062476310535,1.49513,NA
CYP,TOT,A,2013,26181.605,30375.241354,NA,NA,10.172812343925452,1.571408,NA
CYP,TOT,A,2014,25643.656,30080.39344,NA,NA,10.15205149057325,1.163512,NA
CYP,TOT,A,2015,26968.66,31815.270718,NA,NA,10.202430730064442,0.4953091,NA
CYP,TOT,A,2016,30416.939,35719.036739,NA,NA,10.322754936161203,0.09157856,NA
CYP,TOT,A,2017,32705.482,38050.911642,NA,NA,10.395297988094388,0.31638,NA
CYP,TOT,A,2018,35217.357,40476.556692,NA,NA,10.469294336644923,0.3964832,NA
CYP,TOT,A,2019,36614.025,41514.759302,NA,NA,10.508186642709656,-0.2536345,NA
MLT,TOT,A,2006,9439.497,23292.963028,NA,NA,9.152657973821604,3.764125,NA
MLT,TOT,A,2007,10179.831,25027.980225,NA,NA,9.22816368878793,4.217113,NA
MLT,TOT,A,2008,10858.152,26523.730131,NA,NA,9.292671413262237,3.984804,NA
MLT,TOT,A,2009,11000.439,26670.83555,NA,NA,9.30569046007507,3.222218,NA
MLT,TOT,A,2010,11914.869,28747.240738,NA,NA,9.385542394927711,2.744305,NA
MLT,TOT,A,2011,12060.601,28972.885652,NA,NA,9.397699303202016,2.609223,NA
MLT,TOT,A,2012,12703.265,30241.405423,NA,NA,9.449614326019756,1.49513,NA
MLT,TOT,A,2013,13757.008,32287.913935,NA,NA,9.52930364598296,1.571408,NA
MLT,TOT,A,2014,14924.522,34318.634806,NA,NA,9.610760910947263,1.163512,NA
MLT,TOT,A,2015,16669.497,37430.609208,NA,NA,9.72133580132439,0.4953091,NA
MLT,TOT,A,2016,18162.782,39859.419748,NA,NA,9.807129834254907,0.09157856,NA
MLT,TOT,A,2017,19957.387,42598.933746,NA,NA,9.901354629472108,0.31638,NA
MLT,TOT,A,2018,21557.377,44427.223626,NA,NA,9.978473357139322,0.3964832,NA
MLT,TOT,A,2019,23573.484,46704.582863,NA,NA,10.067877800025705,-0.2536345,NA
PER,TOT,A,2007,227418.352,7984.661964,NA,NA,12.334546560648192,4.217113,NA
PER,TOT,A,2008,253001.151,8782.617152,NA,NA,12.441149317106424,3.984804,NA
PER,TOT,A,2009,257723.487,8846.744897,NA,NA,12.459642533348847,3.222218,NA
PER,TOT,A,2010,282451.55,9586.999943,NA,NA,12.551262310435288,2.744305,NA
PER,TOT,A,2011,306596.257,10289.261223,NA,NA,12.633287037256617,2.609223,NA
PER,TOT,A,2012,317798.191,10545.510648,NA,NA,12.66917184080927,1.49513,NA
PER,TOT,A,2013,336436.393,11039.698214,NA,NA,12.726164384939363,1.571408,NA
PER,TOT,A,2014,346784.744,11254.065501,NA,NA,12.756459532148122,1.163512,NA
