LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,deficit_pc,Flag Codes,in_comparators,balance_pc,def_03ya,def_05ya,min_05y_all,min_03y_all,min_05y_no_GFC,min_03y_no_GFC,def_03ya_no_GFC,def_05ya_no_GFC
FIN,GGNLEND,TOT,PC_GDP,A,2016,1.69825026,NA,FALSE,-1.69825026,1.5902028416666667,1.7287703017999998,1.69825026,1.69825026,-5.108193637,1.69825026,1.5902028416666667,1.7287703018000002
FRA,GGNLEND,TOT,PC_GDP,A,2015,3.62517467,NA,FALSE,-3.62517467,3.7223634713333333,3.6419204059999997,3.62517467,3.62517467,2.443685608,3.26373483,3.7223634713333333,3.4778484674
GBR,GGNLEND,TOT,PC_GDP,A,2014,5.531806627,NA,FALSE,-5.531806627,5.193232190666667,5.3981199562,5.50261299,5.50261299,2.643968475,2.643968475,5.067580924333334,4.2251361688
GRC,GGNLEND,TOT,PC_GDP,A,2006,5.94597758,NA,FALSE,-5.94597758,6.2803316229999995,7.568979715999999,5.94597758,5.94597758,5.94597758,5.94597758,6.2803316229999995,7.568979715999999
HUN,GGNLEND,TOT,PC_GDP,A,2004,6.600796292,NA,FALSE,-6.600796292,7.192377869666667,7.9291406064,3.04138711,6.600796292,3.04138711,6.600796292,7.192377869666667,7.9291406064
IDN,GGNLEND,TOT,PC_GDP,A,2016,2.305742381,NA,FALSE,-2.305742381,2.3710828356666664,2.1155018126000003,1.343365363,1.858321632,NA,1.858321632,2.3710828356666664,2.1155018126000003
IRL,GGNLEND,TOT,PC_GDP,A,2015,1.968869419,NA,TRUE,-1.968869419,2.089971221333333,2.5566793428000003,1.968869419,1.968869419,-2.775545892,1.968869419,2.089971221333333,2.7212478042
ISL,GGNLEND,TOT,PC_GDP,A,2002,2.278395996,NA,FALSE,-2.278395996,1.5780771096666666,0.5412613123999999,-1.511170959,-1.511170959,-1.511170959,-1.511170959,1.5780771096666666,0.5412613123999999
ISR,GGNLEND,TOT,PC_GDP,A,1998,7.265986731,NA,FALSE,-7.265986731,6.6578334173333324,6.3034816536000005,NA,7.265986731,NA,7.265986731,6.6578334173333324,6.3034816536000005
ITA,GGNLEND,TOT,PC_GDP,A,2004,3.478850032,NA,FALSE,-3.478850032,3.59299931,3.4529738383999997,2.42333366,2.869301584,2.42333366,2.869301584,3.59299931,3.4529738383999997
JPN,GGNLEND,TOT,PC_GDP,A,2007,2.756333505,NA,FALSE,-2.756333505,3.2821839686666663,4.8066050194,NA,2.756333505,NA,2.756333505,3.2821839686666663,3.927917995
KOR,GGNLEND,TOT,PC_GDP,A,2004,0.077968894,NA,FALSE,-0.077968894,0.28639009233333357,-0.8442269426,-4.166600167,-3.111254626,-4.166600167,-3.111254626,0.28639009233333357,-0.8442269426
LTU,GGNLEND,TOT,PC_GDP,A,1999,2.822196589,NA,FALSE,-2.822196589,3.014518796333333,4.866004428399999,NA,2.822196589,NA,2.822196589,3.014518796333333,4.866004428399999
LUX,GGNLEND,TOT,PC_GDP,A,2004,1.405061172,NA,FALSE,-1.405061172,0.44745201933333334,-0.5212069201999999,-5.648073699,-2.023714543,-5.648073699,-2.023714543,0.44745201933333334,-0.5212069201999999
LVA,GGNLEND,TOT,PC_GDP,A,2001,1.947955779,NA,FALSE,-1.947955779,2.3324648736666664,2.4603411048000003,-1.414456806,1.947955779,-1.414456806,1.947955779,2.3324648736666664,2.4603411048000003
MEX,GGNLEND,TOT,PC_GDP,A,2017,2.508149398,NA,FALSE,-2.508149398,3.4981190630000003,3.9968093558,2.508149398,2.508149398,0.934756041,2.508149398,3.4981190630000003,3.9968093558
NLD,GGNLEND,TOT,PC_GDP,A,2003,3.142294417,NA,FALSE,-3.142294417,2.365580624666667,1.593766479,-1.165468676,0.475636101,-1.165468676,0.475636101,2.365580624666667,1.593766479
NOR,GGNLEND,TOT,PC_GDP,A,2017,-5.002151496,NA,TRUE,5.002151496,-5.642885474,-5.8850390886,-10.66825474,-6.022368448,-18.6327668,-6.022368448,-5.642885474,-5.8850390886
NZL,GGNLEND,TOT,PC_GDP,A,2015,-0.427539751,NA,TRUE,0.427539751,-0.6743584323333335,-0.6642668498000005,-0.427539751,-0.427539751,-5.29971396,-0.606438022,-0.6743584323333333,-0.8595724616
POL,GGNLEND,TOT,PC_GDP,A,2002,4.817572709,NA,FALSE,-4.817572709,5.198346342333333,4.9194084538,2.253272649,3.994345897,2.253272649,3.994345897,5.198346342333333,4.9194084538
PRT,GGNLEND,TOT,PC_GDP,A,2003,5.656042413,NA,FALSE,-5.656042413,5.057993909666667,5.218832774400001,3.031496496,3.33438222,3.031496496,3.33438222,5.057993909666667,5.218832774400001
RUS,GGNLEND,TOT,PC_GDP,A,2016,2.453527756,NA,FALSE,-2.453527756,1.4932308990000003,0.7091467816,-1.753766714,1.392087567,NA,1.392087567,1.493230899,0.7091467816
SVK,GGNLEND,TOT,PC_GDP,A,1998,5.296969505,NA,FALSE,-5.296969505,6.2454017770000005,8.2365671126,NA,5.296969505,NA,5.296969505,6.2454017770000005,8.2365671126
SVN,GGNLEND,TOT,PC_GDP,A,2001,4.450398297,NA,FALSE,-4.450398297,3.489884067333333,3.2071921341999996,2.306688227,2.971652006,2.306688227,2.971652006,3.489884067333333,3.2071921341999996
SWE,GGNLEND,TOT,PC_GDP,A,1998,-0.845833885,NA,TRUE,0.845833885,0.023589204333333374,0.005081971800000029,NA,-0.845833885,NA,-0.845833885,0.023589204333333374,0.005081971800000029
TUR,GGNLEND,TOT,PC_GDP,A,2016,1.110055987,NA,FALSE,-1.110055987,1.083584434,1.1614273489999998,-0.643112143,-0.643112143,NA,-0.643112143,1.083584434,1.1614273489999998
USA,GGNLEND,TOT,PC_GDP,A,2017,4.294263874,NA,FALSE,-4.294263874,5.2903229866666655,5.4164552272,4.294263874,4.294263874,4.294263874,4.294263874,5.290322986666666,5.4164552272
ZAF,GGNLEND,TOT,PC_GDP,A,1998,4.234840309,NA,FALSE,-4.234840309,4.443903436,4.418942841400001,NA,4.234840309,NA,4.234840309,4.443903436,4.418942841400001
