LOCATION,SUBJECT,FREQUENCY,TIME,GDP_MLN_USD,GDP_USD_CAP,LTINT,debt_gdp,ln_gdp
ROU,TOT,A,2006,244600.829,11541.177403,NA,NA,12.407382891436335
ROU,TOT,A,2007,285751.74,13683.475271,NA,NA,12.562878670877362
ROU,TOT,A,2008,344669.95,16782.182633,NA,NA,12.750342571449215
ROU,TOT,A,2009,338997.706,16644.099913,NA,NA,12.733748619378039
ROU,TOT,A,2010,343978.551,16989.279852,NA,NA,12.748334582667399
ROU,TOT,A,2011,360564.155,17896.080991,NA,NA,12.79542518103898
ROU,TOT,A,2012,378485.712,18867.513229,NA,NA,12.843933602137882
ROU,TOT,A,2013,395316.781,19777.022952,NA,NA,12.887442699686554
ROU,TOT,A,2014,411274.339,20649.982263,NA,NA,12.927015762289198
ROU,TOT,A,2015,428132.022,21598.558302,NA,NA,12.967186889615943
ROU,TOT,A,2016,478201.584,24266.283962,NA,NA,13.077787646422456
ROU,TOT,A,2017,531675.182,27136.07319,NA,NA,13.183788021705654
ROU,TOT,A,2018,569588.089,29244.574126,NA,NA,13.252668727695532
ROU,TOT,A,2019,625706.833,32293.146149,NA,NA,13.346637222495788
MKD,TOT,A,2006,17706.26,8678.569401,NA,NA,9.781673528350993
MKD,TOT,A,2007,19086.008,9339.5921300000009,NA,NA,9.856710780132513
MKD,TOT,A,2008,21537.219,10521.88172,NA,NA,9.977537833740044
MKD,TOT,A,2009,22594.461,11018.081685,NA,NA,10.025460066725708
MKD,TOT,A,2010,23364.758,11369.68999,NA,NA,10.05898409770875
MKD,TOT,A,2011,24064.035,11689.860896,NA,NA,10.088473681203295
MKD,TOT,A,2012,24558.787,11915.702401,NA,NA,10.108824991790575
MKD,TOT,A,2013,26269.659,12727.350485,NA,NA,10.176169902009118
MKD,TOT,A,2014,27776.156,13434.846939,NA,NA,10.231933233803751
MKD,TOT,A,2015,28751.752,13888.218744,NA,NA,10.266453983499218
MKD,TOT,A,2016,31373.286,15137.967397,NA,NA,10.353712045459769
MKD,TOT,A,2017,32583.022,15706.430869,NA,NA,10.391546634146641
MKD,TOT,A,2018,34726.373,16725.791726,NA,NA,10.455254706077751
MKD,TOT,A,2019,36634.491,NA,NA,NA,10.508745452680156
ZMB,TOT,A,2006,28812.479,2366.722411,NA,NA,10.268563870888414
ZMB,TOT,A,2007,32057.694,2564.000152,NA,NA,10.375292495940945
ZMB,TOT,A,2008,35221.847,2741.213127,NA,NA,10.46942182246961
ZMB,TOT,A,2009,38762.674,2933.232987,NA,NA,10.565213052273187
ZMB,TOT,A,2010,43252.758,3178.947393,NA,NA,10.67481627911301
ZMB,TOT,A,2011,46613.602,3324.081982,NA,NA,10.749647665934619
ZMB,TOT,A,2012,49607.768,3429.503474,NA,NA,10.811902713353724
ZMB,TOT,A,2013,53493.8,3583.693952,NA,NA,10.887321038318115
ZMB,TOT,A,2014,54507.864,3539.471693,NA,NA,10.90610026382
ZMB,TOT,A,2015,54481.786,3431.059027,NA,NA,10.905621722958594
ZMB,TOT,A,2016,55729.642,3405.832772,NA,NA,10.928267456713773
ZMB,TOT,A,2017,58735.191,3484.940724,NA,NA,10.9807943321468
ZMB,TOT,A,2018,63115.611,3637.368088,NA,NA,11.052723418881607
HKG,TOT,A,2006,285921.258,41697.718813,NA,NA,12.563471730215696
HKG,TOT,A,2007,312582.464,45197.00174,NA,NA,12.652623598147123
HKG,TOT,A,2008,325443.454,46772.557397,NA,NA,12.692944005109512
HKG,TOT,A,2009,319860.564,45871.298403,NA,NA,12.675640442314739
HKG,TOT,A,2010,345486.833,49186.621974,NA,NA,12.752709811478129
HKG,TOT,A,2011,369685.332,52274.50957,NA,NA,12.820407468725136
HKG,TOT,A,2012,373485.399,52235.720172,NA,NA,12.830634190421405
HKG,TOT,A,2013,385454.66,53691.971048,NA,NA,12.862178851579538
HKG,TOT,A,2014,395992.927,54778.382506,NA,NA,12.889151628965996
HKG,TOT,A,2015,411282.706,56409.642787,NA,NA,12.927036106166991
HKG,TOT,A,2016,419837.588,57221.969152,NA,NA,12.947623220235572
HKG,TOT,A,2017,442387.688,59846.819225,NA,NA,12.999941898784916
HKG,TOT,A,2018,466106.548,62556.2405,NA,NA,13.052169530749602
MDG,TOT,A,2007,30541.742,1571.562292,NA,NA,10.326849617093517
MDG,TOT,A,2008,33333.025,1666.984633,NA,NA,10.414303926259338
MDG,TOT,A,2009,32227.722,1566.810322,NA,NA,10.380582292820414
MDG,TOT,A,2010,32809.07,1551.109609,NA,NA,10.398460280536657
MDG,TOT,A,2011,34048.44,1565.877486,NA,NA,10.435539495550147
MDG,TOT,A,2012,34699.876,1552.77558,NA,NA,10.454491392441534
MDG,TOT,A,2013,35730.697,1556.147235,NA,NA,10.483765458243925
MDG,TOT,A,2014,37125.674,1573.788648,NA,NA,10.522064030822358
MDG,TOT,A,2015,37860.909,1562.305391,NA,NA,10.541674433983806
MDG,TOT,A,2016,40437.411,1624.383829,NA,NA,10.607510650313477
MDG,TOT,A,2017,40952.508,1601.521574,NA,NA,10.620168332827037
MDG,TOT,A,2018,43476.259,1655.481656,NA,NA,10.679970297975112
MAR,TOT,A,2007,174476.004,5657.274524,NA,NA,12.06954249827487
MAR,TOT,A,2008,188405.513,6042.899269,NA,NA,12.146351902904337
MAR,TOT,A,2009,197898.249,6279.693123,NA,NA,12.195508283648532
MAR,TOT,A,2010,207843.489,6525.49337,NA,NA,12.244540618715028
MAR,TOT,A,2011,223315.73,6938.287763,NA,NA,12.316341878696987
MAR,TOT,A,2012,225677.095,6923.247392,NA,NA,12.326860473384594
MAR,TOT,A,2013,235384.98,7143.701966,NA,NA,12.368977665485435
MAR,TOT,A,2014,233044.129,6900.513126,NA,NA,12.358983109464683
MAR,TOT,A,2015,247397.868,7249.966832,NA,NA,12.41875312128011
MAR,TOT,A,2016,252196.888,7312.810289,NA,NA,12.437965363023661
MAR,TOT,A,2017,264212.938,7581.215412,NA,NA,12.484510640348258
MAR,TOT,A,2018,279235.646,7928.326114,NA,NA,12.53981131364076
SGP,TOT,A,2006,281491.798,63960.872088,NA,NA,12.54785858937008
SGP,TOT,A,2007,315132.192,68671.212114,NA,NA,12.660747486919195
SGP,TOT,A,2008,327263.784,67630.457453,NA,NA,12.698521803587921
SGP,TOT,A,2009,330157.7,66190.396875,NA,NA,12.707325698082839
SGP,TOT,A,2010,382521.231,75343.949298,NA,NA,12.854539436590686
SGP,TOT,A,2011,414966.621,80047.57357,NA,NA,12.935953364652761
SGP,TOT,A,2012,435967.947,82072.279162,NA,NA,12.985324003573687
SGP,TOT,A,2013,448147.719,83005.689686,NA,NA,13.012878186958876
SGP,TOT,A,2014,461712.944,84408.216516,NA,NA,13.042698643622993
SGP,TOT,A,2015,481393.137,86972.563073,NA,NA,13.0844395478938
SGP,TOT,A,2016,501247.434,89396.724443,NA,NA,13.124855138387819
SGP,TOT,A,2017,532832.748,94945.250892,NA,NA,13.185962860283448
SGP,TOT,A,2018,571120.252,101280.413499,NA,NA,13.255355065414513
EU27_2020,TOT,A,2006,14065855.974,32270.599392,NA,NA,16.459260856497238
EU27_2020,TOT,A,2007,14937070.787,34149.27149,NA,NA,16.51935665331849
EU27_2020,TOT,A,2008,15417487.919,35130.03453,NA,NA,16.551013002257402
EU27_2020,TOT,A,2009,14724698.541,33447.142318,NA,NA,16.505036814694733
EU27_2020,TOT,A,2010,15270201.888,34628.527973,NA,NA,16.54141389832549
EU27_2020,TOT,A,2011,15749444.338,35664.752982,NA,NA,16.572315642486572
EU27_2020,TOT,A,2012,15842238.505,35811.67136,NA,NA,16.578190254125957
EU27_2020,TOT,A,2013,16021130.922,36163.242927,NA,NA,16.589419091494843
EU27_2020,TOT,A,2014,16389098.803,36935.272144,NA,NA,16.61212696464455
EU27_2020,TOT,A,2015,16987124.342,38200.647923,NA,NA,16.647966223407472
EU27_2020,TOT,A,2016,17459335.476,39172.901704,NA,NA,16.675385047857624
EU27_2020,TOT,A,2017,18180918.911,40728.649363,NA,NA,16.715883190595758
EU27_2020,TOT,A,2018,18805294.952,42055.470257,NA,NA,16.74964903452826
EU27_2020,TOT,A,2019,19426683.524,43354.982276,NA,NA,16.782158118364727
EU27_2020,TOT,A,2020,18497415.189,41235.245877,NA,NA,16.73314156077336
